ID,Location Type,Species,Common Name,Space Type,Address,Street,Side,DBH,# of stems,Height,Space length,Space Width,Overhead Utilities,Hardscape,Cultivar,Date,Notes,X Coordinate,Y Coordinate,x,y
237031,Street,Quercus rubra,"oak, northern red",Tree Lawn,3050,LIBERTY HEIGHTS AVE,Side,1.6,1,10,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66747164,39.32313419,1406406.7190262526,603447.0187511742
237035,Street,Acer palmatum,"maple, Japanese",Open/Unrestricted,3403,WABASH AVE,Front,13.1,1,20,>20,>20,None,None, ,"5/15/2017, 8:00 PM",cavity or decay,-76.66617241,39.32331137,1406774.0388296694,603512.8965721726
237044,Street,Quercus robur,"oak, English",Tree Lawn,3106,LIBERTY HEIGHTS AVE,Side,1.1,1,10,>20,8,None,None, ,"5/15/2017, 8:00 PM",poor location,-76.6685436,39.32342562,1406103.0752765834,603552.0664413422
237051,Street,Ulmus x,"elm, hybrid",Median/Island,3110,LIBERTY HEIGHTS AVE,Front,1.9,1,11,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66933306,39.32350264,1405879.6331381798,603579.3101532608
237053,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3102,LIBERTY HEIGHTS AVE,Front,10.2,1,24,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66798693,39.3230963,1406260.9939240068,603432.6893835068
237087,Street,Quercus rubra,"oak, northern red",Tree Lawn,3050,LIBERTY HEIGHTS AVE,Side,25,1,50,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66744074,39.32319235,1406415.3830509186,603468.2352441698
237113,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3405,WABASH AVE,Front,46.7,1,70,>20,>20,None,None, ,"5/15/2017, 8:00 PM",vines >50%,-76.66614531,39.32336267,1406781.6359273344,603531.609133169
237146,Street,Ulmus x,"elm, hybrid",Tree Lawn,3110,LIBERTY HEIGHTS AVE,Side,3.1,1,15,>20,6,None,None, ,"5/15/2017, 8:00 PM", ,-76.66938498,39.3236948,1405864.6918950975,603649.2463650852
237165,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3110,LIBERTY HEIGHTS AVE,Front,9.1,1,22,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66924655,39.32347316,1405904.1471967548,603568.6615525037
237168,Street,Aesculus x carnea,"horsechestnut, red",Tree Lawn,3402,WABASH AVE,Front,13.5,1,30,20,8,None,None, ,"5/15/2017, 8:00 PM",DBH at 1,-76.66631766,39.3234204,1406732.8023635894,603552.4601413459
237173,Street,Styphnolobium japonicum,Japanese pagodatree,Tree Lawn,3403,ROSEDALE ROAD,Front,31,1,40,>20,8,None,None, ,"5/15/2017, 8:00 PM",cavity or decay,-76.66719459,39.32368633,1406484.3651964217,603648.4140176773
237189,Street,Ulmus americana,"elm, American",Median/Island,3050,LIBERTY HEIGHTS AVE,Front,2.1,1,8,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66751577,39.32296001,1406394.4657699168,603383.5303610861
237249,Street,Quercus rubra,"oak, northern red",Tree Lawn,3050,LIBERTY HEIGHTS AVE,Side,25.3,1,55,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66739543,39.32329035,1406428.0733142644,603503.9769705832
237274,Street,Quercus rubra,"oak, northern red",Tree Lawn,3100,LIBERTY HEIGHTS AVE,Side,23.2,1,50,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66745445,39.32339356,1406411.2387022525,603541.5083915889
237275,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3106,LIBERTY HEIGHTS AVE,Front,8.2,1,20,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66879131,39.32333373,1406033.1177393347,603518.3430835903
237278,Street,Aesculus x carnea,"horsechestnut, red",Open/Unrestricted,3413,WABASH AVE,Front,7.3,1,20,>20,>20,None,None, ,"5/15/2017, 8:00 PM",cavity or decay,-76.66601839,39.3235822,1406817.2493731678,603611.7021488398
237280,Street,Ulmus x,"elm, hybrid",Tree Lawn,3104,LIBERTY HEIGHTS AVE,Side,3.5,1,15,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66834788,39.3235776,1406158.2418329269,603607.6224325895
237320,Street,Quercus robur,"oak, English",Tree Lawn,3110,LIBERTY HEIGHTS AVE,Side,1.8,1,12,>20,6,None,None, ,"5/15/2017, 8:00 PM", ,-76.6693422,39.32378471,1405876.6764511764,603682.0382942557
237328,Street,Quercus palustris,"oak, pin",Tree Lawn,3400,WABASH AVE,Front,26.9,1,55,10,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66636187,39.32332553,1406720.4221390039,603517.8581764251
237340,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3106,LIBERTY HEIGHTS AVE,Front,8.5,1,20,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66912296,39.32343651,1405939.1602500975,603555.4388099164
237353,Street,Platanus x acerifolia,"planetree, London",Median/Island,3050,LIBERTY HEIGHTS AVE,Front,1,1,7,>20,10,None,None, ,"5/15/2017, 8:00 PM",signs of stress,-76.66744518,39.32293518,1406414.4690107554,603374.5622031689
237388,Street,Quercus palustris,"oak, pin",Tree Lawn,3406,WABASH AVE,Front,22.7,1,40,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66618789,39.32367303,1406769.1786031723,603644.6105475873
237403,Street,Quercus rubra,"oak, northern red",Tree Lawn,3050,LIBERTY HEIGHTS AVE,Side,25.2,1,60,>20,8,Both,None, ,"5/15/2017, 8:00 PM", ,-76.66734393,39.32338516,1406442.5161987543,603538.5641717613
237420,Street,Ulmus americana,"elm, American",Tree Lawn,3100,LIBERTY HEIGHTS AVE,Side,35.8,1,60,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66750294,39.32331027,1406397.6321021765,603511.121313259
237424,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3106,LIBERTY HEIGHTS AVE,Front,8.2,1,18,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66868214,39.32330346,1406064.04320243,603507.4274230003
237428,Street,Quercus robur,"oak, English",Tree Lawn,3104,LIBERTY HEIGHTS AVE,Side,1,1,10,>20,8,None,None, ,"5/15/2017, 8:00 PM",girdled by staking wires,-76.66830653,39.32365923,1406169.8336732537,603637.3992759287
237431,Street,Acer saccharum,"maple, sugar",Open/Unrestricted,3419,WABASH AVE,Front,35.4,1,65,>20,>20,None,None, ,"5/15/2017, 8:00 PM", ,-76.66595636,39.32374161,1406834.5862807631,603669.8286730051
237469,Street,Ulmus x,"elm, hybrid",Tree Lawn,3110,LIBERTY HEIGHTS AVE,Side,2.5,1,12,>20,6,None,None, ,"5/15/2017, 8:00 PM", ,-76.66931011,39.32384483,1405885.6744646728,603703.9700089246
237489,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3106,LIBERTY HEIGHTS AVE,Front,8.3,1,18,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66903438,39.32341022,1405964.252719596,603545.9532645941
237495,Street,Ulmus x,"elm, hybrid",Tree Lawn,3104,LIBERTY HEIGHTS AVE,Side,2.7,1,12,>20,8,None,None, ,"5/15/2017, 8:00 PM",girdled by staking wires,-76.66844557,39.32339502,1406130.8478588462,603541.0215159208
237498,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3050,LIBERTY HEIGHTS AVE,Front,6.2,1,17,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66736746,39.32291477,1406436.4837305099,603367.2085433453
237537,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3404,WABASH AVE,Front,16.1,1,40,20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66623423,39.32357981,1406756.1910963356,603610.608975172
237545,Street,Aesculus x carnea,"horsechestnut, red",Tree Lawn,3401,ROSEDALE ROAD,Front,10,1,18,>20,8,Both,None, ,"5/15/2017, 8:00 PM",cavity or decay,-76.66727183,39.32352937,1406462.7208827585,603591.1647883356
237548,Street,Acer saccharum,"maple, sugar",Tree Lawn,3106,LIBERTY HEIGHTS AVE,Side,20.1,1,50,>20,6,None,None, ,"5/15/2017, 8:00 PM", ,-76.66841525,39.32368542,1406139.041083917,603646.8260943443
237561,Street,Quercus rubra,"oak, northern red",Tree Lawn,3100,LIBERTY HEIGHTS AVE,Side,24.2,1,50,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66755142,39.32320491,1406384.055029586,603472.6975055933
237563,Street,Ulmus americana,"elm, American",Tree Lawn,3200,LIBERTY HEIGHTS AVE,Side,25.5,1,50,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66943503,39.3238317,1405850.3533410877,603699.0586014241
237565,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3104,LIBERTY HEIGHTS AVE,Front,8.3,1,20,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66836698,39.32321103,1406153.3255041689,603474.0879227519
237567,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3401,DENNLYN ROAD,Front,23,1,55,>20,6,Both,None, ,"5/15/2017, 8:00 PM", ,-76.66820884,39.3238556,1406197.2089465857,603709.0231484175
237570,Street,Juniperus virginiana,"redcedar, eastern",Open/Unrestricted,3415,WABASH AVE,Front,13.5,1,35,>20,>20,None,None, ,"5/15/2017, 8:00 PM", ,-76.66596135,39.32365226,1406833.293304339,603637.276572749
237597,Street,Ulmus americana,"elm, American",Tree Lawn,3050,LIBERTY HEIGHTS AVE,Side,48.2,1,60,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66651446,39.32301995,1406677.6607415974,603406.3967851698
237604,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3106,LIBERTY HEIGHTS AVE,Front,8.5,1,20,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66891182,39.32337357,1405998.974434927,603532.7295377553
237609,Street,Quercus palustris,"oak, pin",Median/Island,3050,LIBERTY HEIGHTS AVE,Front,1,1,8,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66730115,39.32289492,1406455.2701102644,603360.0441875905
237616,Street,Ulmus americana,"elm, American",Tree Lawn,3404,ROSEDALE ROAD,Front,27.3,1,45,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66719063,39.32391978,1406485.1758903414,603733.4466560036
237631,Street,Acer saccharum,"maple, sugar",Tree Lawn,3106,LIBERTY HEIGHTS AVE,Side,16.7,1,45,>20,6,None,None, ,"5/15/2017, 8:00 PM", ,-76.66845589,39.32361096,1406127.6415004283,603619.6617785841
237633,Street,Acer platanoides,"maple, Norway",Tree Lawn,3200,LIBERTY HEIGHTS AVE,Side,9.6,1,22,>20,8,None,None, ,"5/15/2017, 8:00 PM", ,-76.66947623,39.32374485,1405838.8130098432,603667.3844521791
237639,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3104,LIBERTY HEIGHTS AVE,Front,8.5,1,20,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66822691,39.3231704,1406193.0058710128,603459.4314559996
237643,Street,Quercus rubra,"oak, northern red",Tree Lawn,3050,LIBERTY HEIGHTS AVE,Side,20.2,1,40,>20,8,None,None, ,"5/15/2017, 8:00 PM",cavity or decay,-76.66657649,39.32288756,1406660.2870886773,603358.1140733361
237650,Street,Ulmus americana,"elm, American",Open/Unrestricted,3401,WABASH AVE,Front,35.1,1,50,>20,>20,Both,None, ,"5/15/2017, 8:00 PM", ,-76.6662373,39.32322587,1406755.7960840017,603481.6886293441
237656,Street,Ulmus x,"elm, hybrid",Tree Lawn,3106,LIBERTY HEIGHTS AVE,Side,3.2,1,12,>20,6,None,None, ,"5/15/2017, 8:00 PM",DBH at 3; girdled by staking wires,-76.6685108,39.32350891,1406112.2442215085,603582.4371155053
237658,Street,Quercus robur,"oak, English",Median/Island,3110,LIBERTY HEIGHTS AVE,Front,1,1,8,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66941958,39.32352655,1405855.1262974292,603587.927590087
237664,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3102,LIBERTY HEIGHTS AVE,Front,8.1,1,15,>20,10,None,None, ,"5/15/2017, 8:00 PM", ,-76.66810434,39.32313455,1406227.7266020924,603446.4984109998
240044,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3200,LIBERTY HEIGHTS AVE,Front,6.4,1,18,>20,10,None,None, ,"5/22/2017, 8:00 PM", ,-76.66977403,39.32362998,1405754.716721341,603625.2395233363
240045,Street,Ulmus americana,"elm, American",Tree Lawn,3204,LIBERTY HEIGHTS AVE,Front,43.8,1,70,>20,5,None,None, ,"5/22/2017, 8:00 PM",80% dead; serious decline,-76.67015875,39.32386128,1405645.5738950074,603709.0933582485
240090,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3200,LIBERTY HEIGHTS AVE,Front,7.8,1,20,>20,10,None,None, ,"5/22/2017, 8:00 PM", ,-76.66987393,39.32365548,1405726.4201900065,603634.4235600829
240138,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3202,LIBERTY HEIGHTS AVE,Front,7,1,20,>20,10,None,None, ,"5/22/2017, 8:00 PM", ,-76.66998722,39.32368336,1405694.3326557577,603644.4648785889
240185,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3202,LIBERTY HEIGHTS AVE,Front,8.6,1,22,>20,10,None,None, ,"5/22/2017, 8:00 PM", ,-76.67010773,39.32371683,1405660.1982095838,603656.5301431715
240234,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3204,LIBERTY HEIGHTS AVE,Front,6.9,1,18,>20,10,None,None, ,"5/22/2017, 8:00 PM", ,-76.67023853,39.32375826,1405623.1395566761,603671.4868061692
240284,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3204,LIBERTY HEIGHTS AVE,Front,9.3,1,25,>20,10,None,None, ,"5/22/2017, 8:00 PM", ,-76.6703302,39.32378535,1405597.1717608422,603681.259752512
240425,Street,Acer platanoides,"maple, Norway",Tree Lawn,3200,LIBERTY HEIGHTS AVE,Front,9.6,1,20,>20,4,None,None, ,"5/22/2017, 8:00 PM", ,-76.66974733,39.32373497,1405762.131404668,603663.5061790943
240470,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3202,LIBERTY HEIGHTS AVE,Front,13,1,40,16,4,None,None, ,"5/22/2017, 8:00 PM", ,-76.66991846,39.32378406,1405713.6544675082,603681.2118523419
240517,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3202,LIBERTY HEIGHTS AVE,Front,9.7,1,30,>20,4,None,None, ,"5/22/2017, 8:00 PM", ,-76.67000972,39.32381605,1405687.7926425934,603692.7712124288
240519,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,3200,LIBERTY HEIGHTS AVE,Front,7.9,1,20,>20,9,None,None, ,"5/22/2017, 8:00 PM", ,-76.66965764,39.32358855,1405787.695986092,603610.268096596
240760,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,2711,LIBERTY HEIGHTS AVE,Front,15.2,1,35,15,>20,None,None, ,"5/23/2017, 8:00 PM",DBH at 1,-76.65991412,39.32048855,1408548.348273173,602491.2667256743
240761,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,2701,LIBERTY HEIGHTS AVE,Front,7.8,1,12,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH at 1; raise for clearance,-76.65953692,39.32036996,1408655.2230594307,602448.4672705829
240762,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,10,1,20,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH estimated; vines >50%,-76.66196339,39.32111629,1407967.737557754,602717.7557740062
240763,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,6,1,16,>20,>20,None,None, ,"5/23/2017, 8:00 PM",vines >50%,-76.66270922,39.32138548,1407756.370526418,602815.0216555893
240764,Street,Pinus nigra,"pine, Austrian",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,22,1,20,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH estimated; vines >50%,-76.66321334,39.32149525,1407613.603751585,602854.4772853404
240767,Street,Cedrus atlantica,"cedar, Atlas",Open/Unrestricted,2700,LIBERTY HEIGHTS AVE,Front,25,1,45,>20,>20,None,None, ,"5/23/2017, 8:00 PM",behind fence; DBH estimated,-76.66190024,39.32147514,1407985.1171161681,602848.5281502604
240769,Street,Fraxinus americana,"ash, white",Median/Island,2707,LIBERTY HEIGHTS AVE,Front,3.4,1,11,>20,11,None,None, ,"5/23/2017, 8:00 PM",signs of stress,-76.65971835,39.32060856,1408603.5706036687,602535.1836325824
240771,Street,Cladrastis kentukea,yellowwood,Open/Unrestricted,3000,TOWANDA AVE,Rear,9,1,20,>20,15,None,None, ,"5/23/2017, 8:00 PM",DBH at 2,-76.65740811,39.32001447,1409257.9777594209,602321.2404909283
240773,Street,Picea abies,"spruce, Norway",Open/Unrestricted,2624,W FOREST PARK AVE,Front,28.9,1,45,12,>20,None,None, ,"5/23/2017, 8:00 PM",DBH at 2.5; poor root system,-76.65935734,39.31958069,1408707.1005803347,602161.1791312546
240774,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,3316,BURLEITH AVE,Front,16.9,1,25,>20,3,None,None, ,"5/23/2017, 8:00 PM",poor root system,-76.65993419,39.31954208,1408543.9535969198,602146.5062603354
240779,Street,Acer saccharinum,"maple, silver",Tree Lawn,2525,W FOREST PARK AVE,Side,32.1,1,60,>20,4,None,None, ,"5/23/2017, 8:00 PM", ,-76.65895876,39.31918517,1408820.4057999253,602017.5403109193
240783,Street,Magnolia x soulangiana,"magnolia, saucer",Open/Unrestricted,3201,BURLEITH AVE,Side,15,5,22,>20,>20,None,None, ,"5/23/2017, 8:00 PM",behind fence; DBH estimated,-76.66064652,39.31792608,1408344.6134444177,601557.1557330042
240784,Street,Liquidambar styraciflua,"sweetgum, American",Tree Lawn,3237,BURLEITH AVE,Front,17.5,1,50,16,3,None,None, ,"5/23/2017, 8:00 PM", ,-76.66020087,39.31890798,1408469.366475761,601915.2672215104
240788,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,2401,LIBERTY HEIGHTS AVE,Rear,9.9,1,25,>20,>20,None,None, ,"5/23/2017, 8:00 PM",raise for clearance,-76.65175549,39.31611837,1410862.5972535908,600908.2016503364
240789,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,2501,LIBERTY HEIGHTS AVE,Side,7.8,1,20,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH at 2,-76.65663695,39.31911431,1409477.3834885955,601994.1929166764
240790,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Median/Island,3222,TIOGA PKWY,Front,6.7,1,32,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65834325,39.31810869,1408996.0117479265,601626.1008050889
240792,Street,Tilia cordata,"linden, littleleaf",Median/Island,3014,TIOGA PKWY,Front,5.6,1,18,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65925023,39.31644936,1408741.6621910036,601020.7565433383
240793,Street,Quercus rubra,"oak, northern red",Median/Island,3046,TIOGA PKWY,Front,19.9,1,50,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65918392,39.31721338,1408759.3849245906,601299.1106454283
240795,Street,Acer rubrum,"maple, red",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,3,1,13,>20,>20,None,None, ,"5/23/2017, 8:00 PM",cavity or decay,-76.65925451,39.31694418,1408739.7789926678,601200.9842012525
240796,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,6,1,25,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.6578951,39.31837541,1409122.4376761764,601723.7220009267
240797,Street,Ginkgo biloba,ginkgo,Median/Island,2401,LIBERTY HEIGHTS AVE,Side,2.4,1,15,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65848051,39.31782874,1408957.559397012,601523.9865080118
240798,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,10,>5,15,>20,>20,None,None, ,"5/23/2017, 8:00 PM",remove extra stems,-76.6566095,39.31903681,1409485.256504342,601965.9928418398
240800,Street,Acer rubrum,"maple, red",Tree Lawn,3234,TIOGA PKWY,Front,19.2,1,25,6,5,None,None, ,"5/23/2017, 8:00 PM",lost main leader,-76.65812898,39.31841237,1409056.2186485082,601736.9358852506
240802,Street,Ulmus x,"elm, hybrid",Tree Lawn,2401,LIBERTY HEIGHTS AVE,Side,25.4,1,60,>20,4,None,None, ,"5/23/2017, 8:00 PM",dead leaders,-76.6590245,39.31712076,1408804.6154771745,601265.5411587507
240805,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,2401,LIBERTY HEIGHTS AVE,Side,5,1,18,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65698378,39.3187558,1409379.7481851727,601863.2430473417
240807,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,10,1,5,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH estimated; vines >50%,-76.66202186,39.32116207,1407951.1342445016,602734.3705701679
240808,Street,Pinus nigra,"pine, Austrian",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,18.5,1,45,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH estimated; vines >50%,-76.66277197,39.32137665,1407738.6307325065,602811.7414784282
240811,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,2700,LIBERTY HEIGHTS AVE,Front,32,1,25,>20,>20,None,None, ,"5/23/2017, 8:00 PM",behind fence; DBH estimated,-76.66121359,39.32126112,1408179.6672520041,602771.2933965921
240812,Street,Fraxinus pennsylvanica,"ash, green",Median/Island,2901,LIBERTY HEIGHTS AVE,Front,1.8,1,10,>20,12,None,None, ,"5/23/2017, 8:00 PM",EAB,-76.66211273,39.3213582,1407925.1611993462,602805.7116348445
240814,Street,Styphnolobium japonicum,Japanese pagodatree,Median/Island,2901,LIBERTY HEIGHTS AVE,Front,6.2,1,18,>20,11,None,None, ,"5/23/2017, 8:00 PM", ,-76.66050483,39.32085513,1408380.7318105102,602624.1647538394
240815,Street,Platanus x acerifolia,"planetree, London",Median/Island,2517,LIBERTY HEIGHTS AVE,Front,9,1,25,>20,11,None,None, ,"5/23/2017, 8:00 PM", ,-76.65747207,39.31988574,1409240.0575196743,602274.2829076797
240816,Street,Cladrastis kentukea,yellowwood,Open/Unrestricted,3000,TOWANDA AVE,Rear,12.3,1,25,>20,15,None,None, ,"5/23/2017, 8:00 PM",DBH at 2; cavity or decay,-76.6572762,39.31997144,1409295.3562935889,602305.7086978406
240822,Street,Acer saccharum,"maple, sugar",Tree Lawn,3303,LEIGHTON AVE,Front,9.6,1,25,>20,3,None,None, ,"5/23/2017, 8:00 PM", ,-76.65935734,39.31848792,1408708.5858135968,601763.1546648443
240827,Street,Quercus macrocarpa,"oak, bur",Tree Lawn,3210,LEIGHTON AVE,Front,10.8,1,25,12,3,None,None, ,"5/23/2017, 8:00 PM",raise for clearance,-76.65957268,39.31831057,1408647.9035202563,601698.3306474984
240829,Street,Liquidambar styraciflua,"sweetgum, American",Tree Lawn,3301,BURLEITH AVE,Front,15.8,1,50,17,3,None,None, ,"5/23/2017, 8:00 PM", ,-76.66017163,39.31896645,1408477.5580604225,601936.5955909193
240832,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,2401,LIBERTY HEIGHTS AVE,Rear,11.5,1,30,>20,3,None,None, ,"5/23/2017, 8:00 PM",cavity or decay; crown dieback,-76.65518459,39.31585774,1409892.763235256,600809.5912832618
240833,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,2401,LIBERTY HEIGHTS AVE,Rear,9.2,1,25,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65184534,39.31606486,1410837.2524880022,600888.6144191772
240834,Street,Ginkgo biloba,ginkgo,Median/Island,3120,TIOGA PKWY,Front,4.5,1,10,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65841669,39.31803312,1408975.336264342,601598.4965295941
240835,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,2503,LIBERTY HEIGHTS AVE,Side,7.5,1,20,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65674248,39.31907074,1409447.586960256,601978.2080405056
240838,Street,Tilia cordata,"linden, littleleaf",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,4.8,1,16,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65898355,39.31607203,1408817.6259498447,600883.6032743454
240839,Street,Quercus rubra,"oak, northern red",Median/Island,3044,TIOGA PKWY,Front,19.6,1,50,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65924809,39.31711354,1408741.36429134,601262.6753508449
240840,Street,Styphnolobium japonicum,Japanese pagodatree,Median/Island,3201,TIOGA PKWY,Front,4.5,1,12,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65731612,39.31874334,1409285.741811514,601858.3513248414
240841,Street,Acer rubrum,"maple, red",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,1.8,1,12,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.6591718,39.31709643,1408762.9735000879,601256.5270691663
240843,Street,Quercus rubra,"oak, northern red",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,16.7,1,35,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65843202,39.31787342,1408971.2165219188,601540.3125908375
240844,Street,Acer rubrum,"maple, red",Tree Lawn,3232,TIOGA PKWY,Front,21.8,1,50,17,5,None,None, ,"5/23/2017, 8:00 PM", ,-76.65817033,39.31838037,1409044.5618476719,601725.2384020835
240845,Street,Ulmus parvifolia,"elm, Chinese",Median/Island,2401,LIBERTY HEIGHTS AVE,Side,8,5,16,>20,>20,None,None, ,"5/23/2017, 8:00 PM",remove extra stems,-76.6565168,39.31906549,1409511.4421475083,601976.5394086689
240848,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,2401,LIBERTY HEIGHTS AVE,Side,45,1,55,>20,4,None,None, ,"5/23/2017, 8:00 PM",DBH at 3,-76.65891041,39.31724874,1408836.7190875113,601312.276629582
240849,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,2401,LIBERTY HEIGHTS AVE,Side,3.6,1,17,>20,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.65685971,39.31881262,1409414.772065252,601884.0697773397
240850,Street,Picea abies,"spruce, Norway",Open/Unrestricted,2719,LIBERTY HEIGHTS AVE,Front,18.2,1,55,12,>20,None,None, ,"5/23/2017, 8:00 PM", ,-76.66019363,39.32058398,1408469.141738668,602525.7308955938
240851,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,12,1,25,>20,>20,None,None, ,"5/23/2017, 8:00 PM",DBH estimated; vines >50%,-76.66212168,39.32116373,1407922.8905345947,602734.8689287603
240852,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,2901,LIBERTY HEIGHTS AVE,Front,5.2,1,13,>20,18,None,None, ,"5/23/2017, 8:00 PM", ,-76.6628226,39.32142133,1407724.2478872538,602827.9625745863
240855,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,2700,LIBERTY HEIGHTS AVE,Front,22,1,20,>20,>20,None,None, ,"5/23/2017, 8:00 PM",behind fence; DBH estimated,-76.66083639,39.32113701,1408286.5476156771,602726.4841030091
