ID,Location Type,Species,Common Name,Space Type,Address,Street,Side,DBH,# of stems,Height,Space length,Space Width,Overhead Utilities,Hardscape,Cultivar,Date,Notes,X Coordinate,Y Coordinate,x,y
248565,Street,Zelkova serrata,"zelkova, Japanese",Well/Pit,2623,HUNTINGDON AVE,Side,11.7,1,40,5,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.62135359,39.31947184,1419459.1341943443,602163.8917242587
248566,Street,Diospyros virginiana,"persimmon, common",Well/Pit,2629,HUNTINGDON AVE,Front,1,1,5,7,6,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62187601,39.31973552,1419310.9356718361,602259.3183706701
248567,Street,Quercus prinus,"oak, chestnut",Well/Pit,2700,REMINGTON AVE,Side,3.2,1,15,>20,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62095952,39.32035039,1419569.2947351784,602484.349744752
248568,Street,Platanus x acerifolia,"planetree, London",Well/Pit,325,W 27TH ST,Front,28.7,1,60,6,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62116439,39.32013673,1419511.6547585875,602406.2872368395
248570,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,330,W 27TH ST,Front,6,1,15,>20,11,None,None, ,"6/11/2017, 8:00 PM",DBH Estimated,-76.62161123,39.32007384,1419385.3334889263,602382.8584779203
248573,Street,Ulmus parvifolia,"elm, Chinese",Well/Pit,435,W 23RD ST,Side,15,1,40,4,4,None,None, ,"6/11/2017, 8:00 PM",DBH Estimated,-76.62283766,39.31486545,1419046.1989965886,600484.3557132483
248574,Street,Thuja spp.,arborvitae spp.,Planter/Restricted,401,W 23RD ST,Side,1,1,8,2,2,Both,None, ,"6/11/2017, 8:00 PM",planted by homeowner,-76.62199413,39.31478766,1419284.978374675,600457.0112797618
248576,Street,Syringa reticulata,"lilac, Japanese tree",Well/Pit,413,W 23RD ST,Front,2.1,1,15,5,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62230716,39.31499969,1419196.093381837,600533.8697218448
248590,Street,Pyrus calleryana,"pear, callery",Well/Pit,330,W 24TH ST,Front,14.6,1,40,4,3,None,None, ,"6/11/2017, 8:00 PM", ,-76.62134052,39.31620376,1419467.7700038403,600973.5663489997
248591,Street,Tilia cordata,"linden, littleleaf",Well/Pit,204,W WARE ST,Rear,11.7,1,15,6,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62035343,39.31762743,1419744.887559846,601493.2729867548
248593,Street,Ginkgo biloba,ginkgo,Tree Lawn,2594,HUNTINGDON AVE,Front,1.7,1,15,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62092981,39.31821008,1419580.937100336,601704.8155426681
248595,Street,Paulownia tomentosa,royal paulownia,Other,2600,MILES AVE,Opposite,20.5,1,50,3,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.62199722,39.31835737,1419278.7201850861,601757.2097948343
248598,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Side,2.9,1,20,9,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62017541,39.31934975,1419792.6440260112,602120.806180507
248599,Street,Lagerstroemia indica,"crapemyrtle, common",Median/Island,2509,HUNTINGDON AVE,Side,2,5,10,>20,>20,None,None, ,"6/11/2017, 8:00 PM", ,-76.61995508,39.31932161,1419855.0211978406,602110.8186676651
248600,Street,Zelkova serrata,"zelkova, Japanese",Well/Pit,2638,HUNTINGDON AVE,Front,21.4,1,50,9,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62181112,39.31932879,1419329.9067625105,602111.2497691661
248601,Street,Acer palmatum,"maple, Japanese",Tree Lawn,2619,HUNTINGDON AVE,Front,2,2,6,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62143749,39.31919309,1419435.8182960898,602062.2616781741
248603,Street,Acer rubrum,"maple, red",Well/Pit,211,W LORRAINE AVE,Front,8.2,1,30,5,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62028379,39.31987379,1419761.187067926,602311.5515339226
248604,Street,Prunus persica,"peach, common",Tree Lawn,2606,HUNTINGDON AVE,Front,4,2,15,12,9,None,None, ,"6/11/2017, 8:00 PM", ,-76.62152519,39.31897023,1419411.341967091,601980.9869063348
248605,Street,Tilia cordata,"linden, littleleaf",Well/Pit,310,W LORRAINE AVE,Front,15.6,1,40,9,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62075321,39.31975501,1419628.5623331666,602267.7350205034
248607,Street,Zelkova serrata,"zelkova, Japanese",Well/Pit,2623,HUNTINGDON AVE,Side,9.9,1,40,5,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.6214748,39.31941557,1419424.9249451756,602143.2556106746
248609,Street,Quercus prinus,"oak, chestnut",Well/Pit,2700,REMINGTON AVE,Side,2.4,1,15,15,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62112969,39.32027684,1419521.2603824288,602457.3609535843
248610,Street,Tilia cordata,"linden, littleleaf",Well/Pit,2629,HUNTINGDON AVE,Side,19.6,1,45,7,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62176002,39.31984915,1419343.578651175,602300.843550086
248615,Street,Ulmus parvifolia,"elm, Chinese",Well/Pit,435,W 23RD ST,Side,15,1,40,4,4,None,None, ,"6/11/2017, 8:00 PM",DBH Estimated,-76.62284051,39.31489671,1419045.3449956775,600495.7385645062
248616,Street,Ailanthus altissima,tree of heaven,Tree Lawn,325,W 23RD ST,Side,11,3,30,>20,2,None,None, ,"6/11/2017, 8:00 PM", ,-76.62185438,39.31442688,1419325.0642525107,600325.764823094
248618,Street,Pyrus calleryana,"pear, callery",Well/Pit,405,W 23RD ST,Front,17.4,1,45,6,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62207993,39.31500336,1419260.3767178357,600535.475361675
248622,Street,Zelkova serrata,"zelkova, Japanese",Well/Pit,2211,HUNTINGDON AVE,Front,20.1,1,40,12,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62049675,39.31436123,1419709.2846126705,600303.4476105124
248628,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2330,N HOWARD ST,Front,7.6,1,30,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.61969031,39.31592463,1419935.08501409,600873.8372177482
248634,Street,Quercus rubra,"oak, northern red",Tree Lawn,2500,HUNTINGDON AVE,Front,13.6,1,40,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62084424,39.31810141,1419605.3097550124,601665.3343224227
248638,Street,Malus spp.,"crabapple, flowering",Tree Lawn,2507,HUNTINGDON AVE,Front,11.2,1,20,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62065529,39.31819574,1419658.6262494177,601699.9143057615
248640,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Side,2.6,1,20,9,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62033585,39.31927307,1419747.3708225936,602092.6894388348
248642,Street,Lagerstroemia indica,"crapemyrtle, common",Median/Island,2600,N HOWARD ST,Side,3,4,10,>20,>20,None,None, ,"6/11/2017, 8:00 PM", ,-76.6199943,39.31931886,1419843.930340752,602109.7678167522
248645,Street,Acer platanoides,"maple, Norway",Tree Lawn,2656,HUNTINGDON AVE,Front,6.4,1,25,>20,10,None,None, ,"6/11/2017, 8:00 PM", ,-76.6220286,39.31959412,1419267.9787367582,602207.6373716742
248646,Street,Acer platanoides,"maple, Norway",Well/Pit,209,W LORRAINE AVE,Front,14.1,1,40,5,3,None,None, ,"6/11/2017, 8:00 PM", ,-76.62023317,39.31990082,1419775.4688635021,602321.4560416788
248647,Street,Acer rubrum,"maple, red",Well/Pit,316,W LORRAINE AVE,Front,8.2,1,30,6,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.62087062,39.31969801,1419595.4305096716,602246.8354559988
248649,Street,Acer saccharinum,"maple, silver",Well/Pit,214,W LORRAINE AVE,Front,34.4,1,55,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62028308,39.31997565,1419761.2346400023,602348.6551342607
248650,Street,Gleditsia triacanthos,honeylocust,Well/Pit,2629,HUNTINGDON AVE,Side,2.4,1,30,6,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.6216987,39.31988114,1419360.8791415095,602312.5685922503
248652,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,319,W 27TH ST,Front,4.1,1,15,>20,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.6210389,39.32019042,1419547.0779160857,602425.9906095117
248653,Street,Acer rubrum,"maple, red",Tree Lawn,2623,HUNTINGDON AVE,Front,5,1,20,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62161884,39.31942808,1419384.1566540003,602147.6407725066
248655,Street,Quercus prinus,"oak, chestnut",Well/Pit,2700,REMINGTON AVE,Side,2.8,1,15,>20,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62130177,39.32018895,1419472.7096265107,602425.1461230069
248656,Street,Ginkgo biloba,ginkgo,Well/Pit,433,W 23RD ST,Front,8.8,1,40,4,3,None,None, ,"6/11/2017, 8:00 PM", ,-76.62274829,39.31498093,1419071.3104949296,600526.5219675004
248657,Street,Acer saccharinum,"maple, silver",Well/Pit,401,W 23RD ST,Side,11.5,1,40,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62201006,39.31495445,1419280.2211663425,600517.7411451787
248661,Street,Fraxinus americana,"ash, white",Tree Lawn,325,W 23RD ST,Side,13,1,30,>20,2,None,None, ,"6/11/2017, 8:00 PM",DBH Estimated,-76.62184083,39.3143855,1419328.9599140137,600310.7107193321
248672,Street,Ginkgo biloba,ginkgo,Tree Lawn,2500,HUNTINGDON AVE,Front,4.1,1,20,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62077793,39.31800818,1419624.2119481713,601631.456109345
248674,Street,Cornus florida,"dogwood, flowering",Tree Lawn,2507,HUNTINGDON AVE,Front,11.2,1,15,20,11,None,None, ,"6/11/2017, 8:00 PM",DBH Estimated,-76.62078078,39.31836564,1419622.8641818464,601761.6507308334
248676,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Side,2.8,1,25,9,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62045991,39.31921515,1419712.357441172,602071.4470272511
248678,Street,Acer rubrum,"maple, red",Tree Lawn,2620,HUNTINGDON AVE,Front,15.3,1,30,>20,9,None,None, ,"6/11/2017, 8:00 PM", ,-76.62172556,39.31921791,1419354.281713754,602070.9654009193
248681,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,2652,HUNTINGDON AVE,Front,21.9,1,45,>20,10,None,None, ,"6/11/2017, 8:00 PM", ,-76.62198368,39.31955495,1419280.7467558384,602193.4248016775
248683,Street,Zelkova serrata,"zelkova, Japanese",Well/Pit,320,W LORRAINE AVE,Front,16.7,1,45,5,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62099469,39.3196388,1419560.419096753,602225.1245414168
248685,Street,Tilia cordata,"linden, littleleaf",Well/Pit,216,W LORRAINE AVE,Front,18.4,1,30,7,7,None,None, ,"6/11/2017, 8:00 PM", ,-76.62032396,39.31995947,1419749.6933245063,602342.713545084
248687,Street,Tilia cordata,"linden, littleleaf",Well/Pit,2629,HUNTINGDON AVE,Side,21.3,1,40,6,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.62161218,39.31991792,1419385.30002442,602326.0646282583
248688,Street,Cercis canadensis,"redbud, eastern",Tree Lawn,317,W 27TH ST,Front,6,4,20,>20,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62099945,39.32020402,1419558.219298005,602430.9928960949
248691,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Front,2.3,1,20,11,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.61995722,39.31961287,1419853.9746120125,602216.9014607519
248693,Street,Ginkgo biloba,ginkgo,Well/Pit,429,W 23RD ST,Front,10.8,1,35,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62266415,39.31498203,1419095.1142530888,600527.0219665021
248694,Street,Morus alba,"mulberry, white",Well/Pit,401,W 23RD ST,Side,2.5,1,10,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62201006,39.31493054,1419280.2572555095,600509.0341415852
248695,Street,Platanus x acerifolia,"planetree, London",Well/Pit,205,W LORRAINE AVE,Front,13.2,1,50,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62015759,39.31994053,1419796.7919835895,602336.0111306757
248699,Street,Acer rubrum,"maple, red",Well/Pit,313,W LORRAINE AVE,Front,7.7,1,30,5,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.620738,39.31966197,1419633.006550014,602233.8646814227
248701,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,2629,HUNTINGDON AVE,Front,45.3,1,60,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62168681,39.31951009,1419364.8013777584,602177.4310672581
248703,Street,Betula nigra,"birch, river",Open/Unrestricted,330,W 27TH ST,Front,15,2,40,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62149477,39.32012827,1419418.2002210915,602402.8190679252
248712,Street,Ginkgo biloba,ginkgo,Tree Lawn,2500,HUNTINGDON AVE,Front,3.3,1,20,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62072588,39.31794419,1419639.0354093462,601608.2100928426
248716,Street,Morus alba,"mulberry, white",Tree Lawn,2509,HUNTINGDON AVE,Front,21,2,20,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62092553,39.31854382,1419581.642807588,601826.3786197603
248718,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Side,3,1,25,9,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62058897,39.31914896,1419675.9444562644,602047.1846085936
248719,Street,Pyrus calleryana,"pear, callery",Tree Lawn,330,W 23RD ST,Rear,17.2,1,30,>20,3,Both,None, ,"6/11/2017, 8:00 PM", ,-76.62135882,39.31612763,1419462.7070218474,600945.8167325854
248720,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,2614,HUNTINGDON AVE,Front,4.2,1,25,>20,9,None,None, ,"6/11/2017, 8:00 PM", ,-76.62162573,39.31909876,1419382.7039010078,602027.6836633384
248722,Street,Acer rubrum,"maple, red",Well/Pit,2646,HUNTINGDON AVE,Front,9.4,1,45,9,9,None,None, ,"6/11/2017, 8:00 PM", ,-76.6219031,39.31943856,1419303.7178385109,602151.1250175089
248726,Street,Tilia cordata,"linden, littleleaf",Well/Pit,300,W LORRAINE AVE,Front,15.4,1,40,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62053312,39.31985871,1419690.6721170843,602305.7664405107
248730,Street,Cercis canadensis,"redbud, eastern",Tree Lawn,315,W 27TH ST,Front,6,2,15,>20,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62096474,39.32022388,1419568.0066800117,602438.2668316662
248733,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Front,2.8,1,25,11,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.61995508,39.31955219,1419854.6717890948,602194.8030797541
248734,Street,Ginkgo biloba,ginkgo,Well/Pit,427,W 23RD ST,Front,10.5,1,35,4,3,None,None, ,"6/11/2017, 8:00 PM", ,-76.62262232,39.31498534,1419106.9449380934,600528.2765571773
248735,Street,Robinia pseudoacacia,"locust, black",Well/Pit,331,W LORRAINE AVE,Front,21.7,1,35,8,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.62116439,39.31946283,1419512.6734573394,602160.8320190907
248736,Street,Acer saccharinum,"maple, silver",Well/Pit,401,W 23RD ST,Side,15.3,1,35,4,4,None,None, ,"6/11/2017, 8:00 PM", ,-76.62200388,39.31489082,1419282.0656508356,600494.5741967559
248738,Street,Acer saccharinum,"maple, silver",Tree Lawn,2603,HUNTINGDON AVE,Front,18.9,1,45,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62126707,39.31896195,1419484.3811910897,601978.2759537548
248741,Street,Tilia cordata,"linden, littleleaf",Well/Pit,303,W LORRAINE AVE,Front,15.6,1,45,7,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.62052765,39.3197574,1419692.3722449243,602268.8708450049
248744,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,2629,HUNTINGDON AVE,Front,22.1,1,60,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62174909,39.31958143,1419347.0760195106,602203.3437450826
248745,Street,Betula nigra,"birch, river",Open/Unrestricted,330,W 27TH ST,Front,9,2,30,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.6215404,39.32010694,1419405.3219660074,602394.9965770096
248755,Street,Ginkgo biloba,ginkgo,Tree Lawn,2500,HUNTINGDON AVE,Front,1,1,4,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62068951,39.31789565,1419649.3972652555,601590.5716766715
248759,Street,Morus alba,"mulberry, white",Tree Lawn,2509,HUNTINGDON AVE,Front,24.3,1,30,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62099255,39.31863208,1419562.546389088,601858.4474532604
248760,Street,Pyrus calleryana,"pear, callery",Tree Lawn,300,W 23RD ST,Rear,7.8,1,30,>20,3,Both,None, ,"6/11/2017, 8:00 PM", ,-76.621254,39.31613481,1419492.3519756794,600948.5519633442
248761,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2600,N HOWARD ST,Side,2.8,1,20,9,5,None,None, ,"6/11/2017, 8:00 PM",remove hardware,-76.62075511,39.31906952,1419629.0613479167,602018.0567140877
248763,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,204,W WARE ST,Rear,1.7,1,15,6,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.61999398,39.31763859,1419846.5674745888,601497.7591982484
248764,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,2612,HUNTINGDON AVE,Front,4.8,1,25,>20,9,None,None, ,"6/11/2017, 8:00 PM", ,-76.62160862,39.31907338,1419387.583812505,602018.4612408429
248765,Street,Tilia cordata,"linden, littleleaf",Well/Pit,330,W 24TH ST,Front,16.2,1,30,5,3,None,None, ,"6/11/2017, 8:00 PM", ,-76.62114372,39.31621535,1419523.4326221794,600978.0167994201
248773,Street,Quercus rubra,"oak, northern red",Tree Lawn,2596,HUNTINGDON AVE,Front,11.1,1,40,20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62107099,39.31838936,1419540.7229419202,601769.9495987594
248775,Street,Acer rubrum,"maple, red",Tree Lawn,311,W 27TH ST,Front,4,1,20,>20,6,None,None, ,"6/11/2017, 8:00 PM", ,-76.62086207,39.32027647,1419596.9761102498,602457.5413994193
248776,Street,Aesculus x carnea,"horsechestnut, red",Well/Pit,201,W LORRAINE AVE,Side,5.3,1,20,5,5,None,None, ,"6/11/2017, 8:00 PM", ,-76.61996079,39.31991516,1419852.5074233413,602327.0006500036
248781,Street,Salix nigra,"willow, black",Open/Unrestricted,330,W 27TH ST,Front,10.1,1,30,>20,11,None,None, ,"6/11/2017, 8:00 PM", ,-76.62156988,39.32009738,1419396.9981637597,602391.4795236737
248783,Street,Tilia cordata,"linden, littleleaf",Well/Pit,2629,HUNTINGDON AVE,Front,18.2,1,55,7,7,None,None, ,"6/11/2017, 8:00 PM", ,-76.6218085,39.31965204,1419330.158730507,602228.9916596711
249518,Street,Quercus rubra,"oak, northern red",Tree Lawn,2709,HUNTINGDON AVE,Front,1.6,1,20,>20,11,None,None, ,"6/12/2017, 8:00 PM", ,-76.62210203,39.32004632,1419246.5204463452,602372.2577773333
249519,Street,Liriodendron tulipifera,tuliptree,Tree Lawn,2705,HUNTINGDON AVE,Front,4.4,1,20,>20,11,None,None, ,"6/12/2017, 8:00 PM", ,-76.6220621,39.31997902,1419257.9187175035,602347.7926031649
249521,Street,Nyssa sylvatica,blackgum,Well/Pit,2735,HUNTINGDON AVE,Front,4.3,1,30,10,10,None,None, ,"6/12/2017, 8:00 PM", ,-76.62239723,39.3204148,1419162.4497483373,602506.124963671
249522,Street,Acer platanoides,"maple, Norway",Well/Pit,317,W 28TH ST,Front,5.4,1,25,9,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62211273,39.32085223,1419242.2793130875,602665.7844212502
249523,Street,Acer rubrum,"maple, red",Well/Pit,301,W 28TH ST,Front,2.7,1,15,>20,5,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62166708,39.32105688,1419368.0490746796,602740.8462790102
249524,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,301,W 28TH ST,Side,3.4,1,20,11,12,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62132268,39.32095924,1419465.6299162507,602705.6882128417
249525,Street,Acer x freemanii,"maple, Freeman",Well/Pit,301,W 28TH ST,Side,2.5,1,15,4,12,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62141894,39.32109328,1419438.1946036667,602754.3977610916
249526,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2700,REMINGTON AVE,Front,3.2,1,20,19,12,None,None, ,"6/12/2017, 8:00 PM", ,-76.62106813,39.32065089,1419538.1120547503,602593.6753135026
249527,Street,Acer rubrum,"maple, red",Well/Pit,217,W 27TH ST,Front,3.1,1,20,8,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62050768,39.32044293,1419696.9837842584,602518.588521421
249528,Street,Acer platanoides,"maple, Norway",Well/Pit,209,W 27TH ST,Front,16,1,30,10,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62025028,39.32046831,1419769.7690717578,602528.1334498376
249529,Street,Albizia julibrissin,mimosa,Tree Lawn,201,W 27TH ST,Side,2,2,6,>20,3,None,None, ,"6/12/2017, 8:00 PM", ,-76.61997338,39.32042473,1419848.1724582613,602512.587221086
249530,Street,Ginkgo biloba,ginkgo,Tree Lawn,201,W 27TH ST,Side,7.2,1,30,>20,3,None,None, ,"6/12/2017, 8:00 PM", ,-76.61996958,39.32028682,1419849.4572325945,602462.362255916
249531,Street,Acer platanoides,"maple, Norway",Tree Lawn,200,W 27TH ST,Side,11.2,1,30,>20,3,None,None, ,"6/12/2017, 8:00 PM", ,-76.62000095,39.3207921,1419839.8151915073,602646.3648406714
249532,Street,Cotinus coggygria,"smoketree, American",Open/Unrestricted,2704,N HOWARD ST,Front,4,5,15,>20,6,None,None, ,"6/12/2017, 8:00 PM", ,-76.62004231,39.32098406,1419827.8240737617,602716.2347796708
249533,Street,Pyrus calleryana,"pear, callery",Tree Lawn,2720,N HOWARD ST,Front,12,1,30,>20,3,None,None, ,"6/12/2017, 8:00 PM", ,-76.62002614,39.32129885,1419831.9192099273,602830.9090910107
249534,Street,Pyrus calleryana,"pear, callery",Tree Lawn,2734,N HOWARD ST,Front,16.4,1,40,>20,3,None,None, ,"6/12/2017, 8:00 PM", ,-76.62005562,39.32163312,1419823.0744113475,602952.6280076653
249535,Street,Acer campestre,"maple, hedge",Well/Pit,210,W 27TH ST,Front,4.5,1,15,8,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62031041,39.32057477,1419752.595221594,602566.8397372514
249538,Street,Celtis occidentalis,"hackberry, common",Tree Lawn,2802,N HOWARD ST,Front,3.3,1,25,>20,4,None,None, ,"6/12/2017, 8:00 PM", ,-76.62007669,39.32199124,1419816.5695030838,603083.0401484221
249539,Street,Acer palmatum,"maple, Japanese",Open/Unrestricted,2736,N HOWARD ST,Front,4,2,10,>20,4,None,None, ,"6/12/2017, 8:00 PM", ,-76.62008937,39.32170152,1419813.4225277603,602977.5013175011
249540,Street,Acer rubrum,"maple, red",Tree Lawn,2800,N HOWARD ST,Side,9.6,1,30,>20,4,None,None, ,"6/12/2017, 8:00 PM", ,-76.6201556,39.32186602,1419794.4353610128,603037.3401085883
249541,Street,Pyrus calleryana,"pear, callery",Tree Lawn,2830,N HOWARD ST,Front,16.7,1,50,>20,4,None,None, ,"6/12/2017, 8:00 PM", ,-76.62012518,39.32264746,1419801.857918337,603322.0006285012
249542,Street,Acer palmatum,"maple, Japanese",Open/Unrestricted,2825,REMINGTON AVE,Front,16,5,30,9,11,None,None, ,"6/12/2017, 8:00 PM", ,-76.62169909,39.32180388,1419357.86635226,603012.8906824291
249543,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,2811,REMINGTON AVE,Front,10.1,1,30,11,11,None,None, ,"6/12/2017, 8:00 PM", ,-76.62155601,39.32160272,1419398.6490790844,602939.792075336
249544,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,301,W 29TH ST,Side,3.4,1,20,8,4,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.622077,39.32191512,1419250.7852015942,603052.9654054195
249545,Street,Lagerstroemia indica,"crapemyrtle, common",Tree Lawn,2839,REMINGTON AVE,Front,4,2,10,>20,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62191538,39.32201275,1419296.3618820906,603088.7159900963
249546,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,301,W 29TH ST,Side,3.4,1,20,8,4,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62184027,39.32161008,1419318.2174814194,602942.137871176
249547,Park,Cladrastis kentukea,yellowwood,Open/Unrestricted,3100,N CHARLES ST,Front,13.2,1,40,>20,>20,None,None, ,"6/12/2017, 8:00 PM", ,-76.62023,39.32354851,1419770.8389515132,603650.0682138354
249549,Park,Gleditsia triacanthos,honeylocust,Open/Unrestricted,3100,N CHARLES ST,Front,5.5,1,30,>20,>20,None,None, ,"6/12/2017, 8:00 PM", ,-76.62027468,39.32370589,1419757.9593840837,603707.3413932621
249563,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,2717,HUNTINGDON AVE,Front,24.3,1,35,>20,11,None,None, ,"6/12/2017, 8:00 PM", ,-76.62217548,39.32013844,1419225.6034934223,602405.7252300829
249564,Street,Zelkova serrata,"zelkova, Japanese",Well/Pit,2739,HUNTINGDON AVE,Front,7.8,1,30,10,10,None,None, ,"6/12/2017, 8:00 PM", ,-76.62244073,39.32047879,1419150.0478702635,602529.3804945946
249565,Street,Acer platanoides,"maple, Norway",Tree Lawn,323,W 28TH ST,Front,6.9,1,30,>20,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62221469,39.32080203,1419213.5080451667,602647.3818989992
249566,Street,Acer rubrum,"maple, red",Well/Pit,301,W 28TH ST,Front,3,1,15,16,5,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62162858,39.32107287,1419378.9181474298,602746.7179864198
249567,Street,Acer platanoides,"maple, Norway",Well/Pit,315,W 28TH ST,Front,6.3,1,25,9,5,None,None, ,"6/12/2017, 8:00 PM", ,-76.62207993,39.32086933,1419251.5329035074,602672.0514690876
249568,Street,Acer x freemanii,"maple, Freeman",Well/Pit,301,W 28TH ST,Side,2.5,1,15,4,12,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62140183,39.32107122,1419443.0692658424,602746.3810448349
249569,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Well/Pit,2724,REMINGTON AVE,Front,3.5,1,20,10,12,None,None, ,"6/12/2017, 8:00 PM",remove hardware,-76.62129488,39.32092394,1419473.5505040884,602692.8624510914
249570,Street,Thuja spp.,arborvitae spp.,Planter/Restricted,215,W 27TH ST,Front,1,1,5,3,2,None,None, ,"6/12/2017, 8:00 PM", ,-76.62041855,39.3204319,1419722.2166734189,602514.6751434207
