year,month,latitude,longitude,predicted_value,data_type
2009,5,39.25066415789474,-76.58571147368421,701.6212789952086,predicted
2009,5,39.25892336842105,-76.58571147368421,664.6992544155868,predicted
2009,5,39.26718257894737,-76.58571147368421,554.013978495238,predicted
2009,5,39.27544178947368,-76.58571147368421,805.6425271843134,predicted
2009,5,39.283701,-76.58571147368421,2245.1793795063077,predicted
2009,5,39.126776,-76.57636284210527,421.53157862719354,predicted
2009,5,39.13503521052632,-76.57636284210527,331.0682983246279,predicted
2009,5,39.14329442105263,-76.57636284210527,257.99882528642564,predicted
2009,5,39.15155363157895,-76.57636284210527,201.47881865162088,predicted
2009,5,39.15981284210526,-76.57636284210527,160.23600202900136,predicted
2009,5,39.16807205263158,-76.57636284210527,132.59753530702915,predicted
2009,5,39.17633126315789,-76.57636284210527,116.72930736920506,predicted
2009,5,39.18459047368421,-76.57636284210527,111.05944530251134,predicted
2009,5,39.19284968421053,-76.57636284210527,114.9401962802803,predicted
2009,5,39.20110889473684,-76.57636284210527,150.9833686061949,predicted
2009,5,39.20936810526316,-76.57636284210527,222.97123647213664,predicted
2009,5,39.21762731578947,-76.57636284210527,299.24155808944914,predicted
2009,5,39.22588652631579,-76.57636284210527,358.9156146975755,predicted
2009,5,39.23414573684211,-76.57636284210527,391.3946305236426,predicted
2009,5,39.24240494736842,-76.57636284210527,416.3360612400263,predicted
2009,5,39.25066415789474,-76.57636284210527,427.3373547625,predicted
2009,5,39.25892336842105,-76.57636284210527,458.9173437697962,predicted
2009,5,39.26718257894737,-76.57636284210527,377.2391433440872,predicted
2009,5,39.27544178947368,-76.57636284210527,412.93369546473093,predicted
2009,5,39.283701,-76.57636284210527,1353.5056907179319,predicted
2009,5,39.126776,-76.56701421052632,401.74474977700834,predicted
2009,5,39.13503521052632,-76.56701421052632,310.8896899816451,predicted
2009,5,39.14329442105263,-76.56701421052632,238.66847171731106,predicted
2009,5,39.15155363157895,-76.56701421052632,184.25816200051844,predicted
2009,5,39.15981284210526,-76.56701421052632,146.11076799768037,predicted
2009,5,39.16807205263158,-76.56701421052632,121.80122544925058,predicted
2009,5,39.17633126315789,-76.56701421052632,108.42162820657533,predicted
2009,5,39.18459047368421,-76.56701421052632,103.78147476109288,predicted
2009,5,39.19284968421053,-76.56701421052632,109.23569269132456,predicted
2009,5,39.20110889473684,-76.56701421052632,137.0346277789255,predicted
2009,5,39.20936810526316,-76.56701421052632,187.7666873724983,predicted
2009,5,39.21762731578947,-76.56701421052632,246.20567618488303,predicted
2009,5,39.22588652631579,-76.56701421052632,279.56481386541617,predicted
2009,5,39.23414573684211,-76.56701421052632,259.28348996196377,predicted
2009,5,39.24240494736842,-76.56701421052632,255.40401041675523,predicted
2009,5,39.25066415789474,-76.56701421052632,262.56592521654983,predicted
2009,5,39.25892336842105,-76.56701421052632,285.63026265517004,predicted
2009,5,39.26718257894737,-76.56701421052632,301.0190016449766,predicted
2009,5,39.27544178947368,-76.56701421052632,454.58797778704445,predicted
2009,5,39.283701,-76.56701421052632,1052.6463002771873,predicted
2009,5,39.126776,-76.55766557894738,382.04697025774277,predicted
2009,5,39.13503521052632,-76.55766557894738,290.67382864042366,predicted
2009,5,39.14329442105263,-76.55766557894738,219.60067496515717,predicted
2009,5,39.15155363157895,-76.55766557894738,168.41522912090647,predicted
2009,5,39.15981284210526,-76.55766557894738,135.71736522794447,predicted
2009,5,39.16807205263158,-76.55766557894738,118.28414979671233,predicted
2009,5,39.17633126315789,-76.55766557894738,111.42950288496745,predicted
2009,5,39.18459047368421,-76.55766557894738,111.62422194526755,predicted
2009,5,39.19284968421053,-76.55766557894738,119.05557820067636,predicted
2009,5,39.20110889473684,-76.55766557894738,136.09149442667965,predicted
2009,5,39.20936810526316,-76.55766557894738,159.84592130871118,predicted
2009,5,39.21762731578947,-76.55766557894738,178.602888631239,predicted
2009,5,39.22588652631579,-76.55766557894738,172.8087182693408,predicted
2009,5,39.23414573684211,-76.55766557894738,138.7061212111575,predicted
2009,5,39.24240494736842,-76.55766557894738,151.78280795024764,predicted
2009,5,39.25066415789474,-76.55766557894738,182.0256771006076,predicted
2009,5,39.25892336842105,-76.55766557894738,232.39838647175037,predicted
2009,5,39.26718257894737,-76.55766557894738,333.6300223882478,predicted
2009,5,39.27544178947368,-76.55766557894738,562.6329211854913,predicted
2009,5,39.283701,-76.55766557894738,983.3612913663729,predicted
2009,5,39.126776,-76.54831694736842,362.14696636865574,predicted
2009,5,39.13503521052632,-76.54831694736842,269.6402732142683,predicted
2009,5,39.14329442105263,-76.54831694736842,199.277249773854,predicted
2009,5,39.15155363157895,-76.54831694736842,151.61017082876464,predicted
2009,5,39.15981284210526,-76.54831694736842,126.6217058052118,predicted
2009,5,39.16807205263158,-76.54831694736842,120.60149158332506,predicted
2009,5,39.17633126315789,-76.54831694736842,124.1655915562049,predicted
2009,5,39.18459047368421,-76.54831694736842,129.3753305348405,predicted
2009,5,39.19284968421053,-76.54831694736842,135.37569065360793,predicted
2009,5,39.20110889473684,-76.54831694736842,143.22556141787732,predicted
2009,5,39.20936810526316,-76.54831694736842,149.46281843465425,predicted
2009,5,39.21762731578947,-76.54831694736842,146.35888979867423,predicted
2009,5,39.22588652631579,-76.54831694736842,129.14686809366145,predicted
2009,5,39.23414573684211,-76.54831694736842,109.77739592509003,predicted
2009,5,39.24240494736842,-76.54831694736842,120.65337129246221,predicted
2009,5,39.25066415789474,-76.54831694736842,162.72512121340233,predicted
2009,5,39.25892336842105,-76.54831694736842,240.16394091205217,predicted
2009,5,39.26718257894737,-76.54831694736842,376.4346969710557,predicted
2009,5,39.27544178947368,-76.54831694736842,603.2422992150783,predicted
2009,5,39.283701,-76.54831694736842,933.8737431891252,predicted
2009,5,39.126776,-76.53896831578948,342.03149726851814,predicted
2009,5,39.13503521052632,-76.53896831578948,247.3294534792857,predicted
2009,5,39.14329442105263,-76.53896831578948,176.27204131405702,predicted
2009,5,39.15155363157895,-76.53896831578948,130.2924344402004,predicted
2009,5,39.15981284210526,-76.53896831578948,113.45914790363774,predicted
2009,5,39.16807205263158,-76.53896831578948,126.93100196073571,predicted
2009,5,39.17633126315789,-76.53896831578948,147.3780301189771,predicted
2009,5,39.18459047368421,-76.53896831578948,155.40628003714556,predicted
2009,5,39.19284968421053,-76.53896831578948,157.39405788317924,predicted
2009,5,39.20110889473684,-76.53896831578948,160.55728376594408,predicted
2009,5,39.20936810526316,-76.53896831578948,161.17762136182546,predicted
2009,5,39.21762731578947,-76.53896831578948,150.19849772073016,predicted
2009,5,39.22588652631579,-76.53896831578948,129.6699912383028,predicted
2009,5,39.23414573684211,-76.53896831578948,116.17245518650783,predicted
2009,5,39.24240494736842,-76.53896831578948,127.39475417278234,predicted
2009,5,39.25066415789474,-76.53896831578948,173.06238661161763,predicted
2009,5,39.25892336842105,-76.53896831578948,260.9042929595251,predicted
2009,5,39.26718257894737,-76.53896831578948,402.63093170348304,predicted
2009,5,39.27544178947368,-76.53896831578948,609.3067129003781,predicted
2009,5,39.283701,-76.53896831578948,880.7393290851095,predicted
2009,5,39.126776,-76.52961968421053,322.22347928213446,predicted
2009,5,39.13503521052632,-76.52961968421053,224.24683604766645,predicted
2009,5,39.14329442105263,-76.52961968421053,151.20962907360592,predicted
2009,5,39.15155363157895,-76.52961968421053,104.28421462248177,predicted
2009,5,39.15981284210526,-76.52961968421053,85.16974781299403,predicted
2009,5,39.16807205263158,-76.52961968421053,136.6271066534108,predicted
2009,5,39.17633126315789,-76.52961968421053,186.29359277128827,predicted
2009,5,39.18459047368421,-76.52961968421053,181.44145665508157,predicted
2009,5,39.19284968421053,-76.52961968421053,173.72291788598122,predicted
2009,5,39.20110889473684,-76.52961968421053,177.72818861833366,predicted
2009,5,39.20936810526316,-76.52961968421053,187.44962652819254,predicted
2009,5,39.21762731578947,-76.52961968421053,173.66217218432797,predicted
2009,5,39.22588652631579,-76.52961968421053,141.99928699993063,predicted
2009,5,39.23414573684211,-76.52961968421053,125.60634848025528,predicted
2009,5,39.24240494736842,-76.52961968421053,137.5621764477301,predicted
2009,5,39.25066415789474,-76.52961968421053,185.28355127901898,predicted
2009,5,39.25892336842105,-76.52961968421053,274.5015230110084,predicted
2009,5,39.26718257894737,-76.52961968421053,410.18686341413036,predicted
2009,5,39.27544178947368,-76.52961968421053,594.5349643226466,predicted
2009,5,39.283701,-76.52961968421053,823.1973048086692,predicted
2009,5,39.126776,-76.52027105263159,303.7386485970692,predicted
2009,5,39.13503521052632,-76.52027105263159,201.53924368144627,predicted
2009,5,39.14329442105263,-76.52027105263159,125.85577165880986,predicted
2009,5,39.15155363157895,-76.52027105263159,81.18671067317474,predicted
2009,5,39.15981284210526,-76.52027105263159,78.45277619011661,predicted
2009,5,39.16807205263158,-76.52027105263159,128.60134366527234,predicted
2009,5,39.17633126315789,-76.52027105263159,184.72337164136337,predicted
2009,5,39.18459047368421,-76.52027105263159,171.00570425749643,predicted
2009,5,39.19284968421053,-76.52027105263159,161.82027764425072,predicted
2009,5,39.20110889473684,-76.52027105263159,168.57998554196826,predicted
2009,5,39.20936810526316,-76.52027105263159,190.3923136816513,predicted
2009,5,39.21762731578947,-76.52027105263159,176.4079545392654,predicted
2009,5,39.22588652631579,-76.52027105263159,137.52753033377647,predicted
2009,5,39.23414573684211,-76.52027105263159,121.9960341179504,predicted
2009,5,39.24240494736842,-76.52027105263159,136.42484130237867,predicted
2009,5,39.25066415789474,-76.52027105263159,185.94773749441964,predicted
2009,5,39.25892336842105,-76.52027105263159,273.8927082208106,predicted
2009,5,39.26718257894737,-76.52027105263159,401.21703796267616,predicted
2009,5,39.27544178947368,-76.52027105263159,566.0737556603126,predicted
2009,5,39.283701,-76.52027105263159,762.8797091186492,predicted
2009,5,39.126776,-76.51092242105263,288.00091336709085,predicted
2009,5,39.13503521052632,-76.51092242105263,180.8245478432054,predicted
2009,5,39.14329442105263,-76.51092242105263,100.03113392255298,predicted
2009,5,39.15155363157895,-76.51092242105263,49.03185916110879,predicted
2009,5,39.15981284210526,-76.51092242105263,46.744027779100236,predicted
2009,5,39.16807205263158,-76.51092242105263,75.35346912344974,predicted
2009,5,39.17633126315789,-76.51092242105263,103.9816042560763,predicted
2009,5,39.18459047368421,-76.51092242105263,113.86751994659572,predicted
2009,5,39.19284968421053,-76.51092242105263,116.25457556893376,predicted
2009,5,39.20110889473684,-76.51092242105263,121.69284117523222,predicted
2009,5,39.20936810526316,-76.51092242105263,127.37127839880415,predicted
2009,5,39.21762731578947,-76.51092242105263,119.90433930219467,predicted
2009,5,39.22588652631579,-76.51092242105263,103.65555084686184,predicted
2009,5,39.23414573684211,-76.51092242105263,98.93035382822484,predicted
2009,5,39.24240494736842,-76.51092242105263,118.82070367846818,predicted
2009,5,39.25066415789474,-76.51092242105263,171.2522251186189,predicted
2009,5,39.25892336842105,-76.51092242105263,258.9201287794654,predicted
2009,5,39.26718257894737,-76.51092242105263,379.6577158894961,predicted
2009,5,39.27544178947368,-76.51092242105263,529.2759350572566,predicted
2009,5,39.283701,-76.51092242105263,702.1106964332117,predicted
2009,5,39.126776,-76.50157378947368,276.59245411546743,predicted
2009,5,39.13503521052632,-76.50157378947368,165.08971949971163,predicted
2009,5,39.14329442105263,-76.50157378947368,81.20354753597067,predicted
2009,5,39.15155363157895,-76.50157378947368,27.17238190356443,predicted
2009,5,39.15981284210526,-76.50157378947368,13.577763395811001,predicted
2009,5,39.16807205263158,-76.50157378947368,24.391047194038304,predicted
2009,5,39.17633126315789,-76.50157378947368,40.42664056800358,predicted
2009,5,39.18459047368421,-76.50157378947368,52.40733128361889,predicted
2009,5,39.19284968421053,-76.50157378947368,59.083498493536894,predicted
2009,5,39.20110889473684,-76.50157378947368,63.308807999221735,predicted
2009,5,39.20936810526316,-76.50157378947368,65.2758097123018,predicted
2009,5,39.21762731578947,-76.50157378947368,63.03505089454652,predicted
2009,5,39.22588652631579,-76.50157378947368,59.74151536127388,predicted
2009,5,39.23414573684211,-76.50157378947368,64.30188769062151,predicted
2009,5,39.24240494736842,-76.50157378947368,87.71397302318012,predicted
2009,5,39.25066415789474,-76.50157378947368,143.48920869005036,predicted
2009,5,39.25892336842105,-76.50157378947368,234.3245353596738,predicted
2009,5,39.26718257894737,-76.50157378947368,351.5475911635822,predicted
2009,5,39.27544178947368,-76.50157378947368,489.6096998233471,predicted
2009,5,39.283701,-76.50157378947368,643.8851623991283,predicted
2009,5,39.126776,-76.49222515789474,270.2672617572072,predicted
2009,5,39.13503521052632,-76.49222515789474,155.32290252118872,predicted
2009,5,39.14329442105263,-76.49222515789474,70.92012426332764,predicted
2009,5,39.15155363157895,-76.49222515789474,17.14121995269177,predicted
2009,5,39.15981284210526,-76.49222515789474,-7.566963741214385,predicted
2009,5,39.16807205263158,-76.49222515789474,-11.441166917120917,predicted
2009,5,39.17633126315789,-76.49222515789474,-5.3943176423586365,predicted
2009,5,39.18459047368421,-76.49222515789474,3.1169378260704708,predicted
2009,5,39.19284968421053,-76.49222515789474,8.857463814704236,predicted
2009,5,39.20110889473684,-76.49222515789474,12.502794672121283,predicted
2009,5,39.20936810526316,-76.49222515789474,15.392251817381009,predicted
2009,5,39.21762731578947,-76.49222515789474,18.060319308057615,predicted
2009,5,39.22588652631579,-76.49222515789474,22.7562061260332,predicted
2009,5,39.23414573684211,-76.49222515789474,33.45089970019422,predicted
2009,5,39.24240494736842,-76.49222515789474,54.49765026694353,predicted
2009,5,39.25066415789474,-76.49222515789474,112.3867761419917,predicted
2009,5,39.25892336842105,-76.49222515789474,211.13554934310687,predicted
2009,5,39.26718257894737,-76.49222515789474,325.1712039128704,predicted
2009,5,39.27544178947368,-76.49222515789474,452.9024047876073,predicted
2009,5,39.283701,-76.49222515789474,591.5443887641167,predicted
2009,5,39.126776,-76.48287652631579,268.97239490861773,predicted
2009,5,39.13503521052632,-76.48287652631579,150.5254374498944,predicted
2009,5,39.14329442105263,-76.48287652631579,65.3271868561203,predicted
2009,5,39.15155363157895,-76.48287652631579,10.235319169196261,predicted
2009,5,39.15981284210526,-76.48287652631579,-19.722250353859984,predicted
2009,5,39.16807205263158,-76.48287652631579,-31.488821349105965,predicted
2009,5,39.17633126315789,-76.48287652631579,-32.69108477201027,predicted
2009,5,39.18459047368421,-76.48287652631579,-29.619589189414654,predicted
2009,5,39.19284968421053,-76.48287652631579,-26.053762530414033,predicted
2009,5,39.20110889473684,-76.48287652631579,-22.556139968881517,predicted
2009,5,39.20936810526316,-76.48287652631579,-17.908309535769376,predicted
2009,5,39.21762731578947,-76.48287652631579,-10.518624579555244,predicted
2009,5,39.22588652631579,-76.48287652631579,1.6273146199720046,predicted
2009,5,39.23414573684211,-76.48287652631579,21.38113928733059,predicted
2009,5,39.24240494736842,-76.48287652631579,54.356062710503515,predicted
2009,5,39.25066415789474,-76.48287652631579,114.40068461218932,predicted
2009,5,39.25892336842105,-76.48287652631579,203.10544742799556,predicted
2009,5,39.26718257894737,-76.48287652631579,307.9524319339198,predicted
2009,5,39.27544178947368,-76.48287652631579,423.94431133787015,predicted
2009,5,39.283701,-76.48287652631579,547.9581839940201,predicted
2009,5,39.126776,-76.47352789473685,272.93032064253066,predicted
2009,5,39.13503521052632,-76.47352789473685,151.3304476371962,predicted
2009,5,39.14329442105263,-76.47352789473685,66.96465578159204,predicted
2009,5,39.15155363157895,-76.47352789473685,12.946011244154931,predicted
2009,5,39.15981284210526,-76.47352789473685,-18.127379552552377,predicted
2009,5,39.16807205263158,-76.47352789473685,-33.12197552188157,predicted
2009,5,39.17633126315789,-76.47352789473685,-38.40730972811141,predicted
2009,5,39.18459047368421,-76.47352789473685,-39.5348807424343,predicted
2009,5,39.19284968421053,-76.47352789473685,-39.420521073659216,predicted
2009,5,39.20110889473684,-76.47352789473685,-37.69958104715787,predicted
2009,5,39.20936810526316,-76.47352789473685,-32.42320163267153,predicted
2009,5,39.21762731578947,-76.47352789473685,-21.121371851299557,predicted
2009,5,39.22588652631579,-76.47352789473685,-1.914818083466585,predicted
2009,5,39.23414573684211,-76.47352789473685,27.01831731569173,predicted
2009,5,39.24240494736842,-76.47352789473685,69.31129583442888,predicted
2009,5,39.25066415789474,-76.47352789473685,129.62570444162054,predicted
2009,5,39.25892336842105,-76.47352789473685,208.4887022404983,predicted
2009,5,39.26718257894737,-76.47352789473685,301.7195791609642,predicted
2009,5,39.27544178947368,-76.47352789473685,404.999048511021,predicted
2009,5,39.283701,-76.47352789473685,514.8523218531677,predicted
2009,5,39.126776,-76.46417926315789,265.483695459985,predicted
2009,5,39.13503521052632,-76.46417926315789,160.53671861474982,predicted
2009,5,39.14329442105263,-76.46417926315789,81.80254521778357,predicted
2009,5,39.15155363157895,-76.46417926315789,32.70054582387544,predicted
2009,5,39.15981284210526,-76.46417926315789,3.4067769417554636,predicted
2009,5,39.16807205263158,-76.46417926315789,-12.283740208490546,predicted
2009,5,39.17633126315789,-76.46417926315789,-19.146291288868568,predicted
2009,5,39.18459047368421,-76.46417926315789,-23.59674897281431,predicted
2009,5,39.19284968421053,-76.46417926315789,-28.67747225519627,predicted
2009,5,39.20110889473684,-76.46417926315789,-30.849570752907958,predicted
2009,5,39.20936810526316,-76.46417926315789,-27.53057790037257,predicted
2009,5,39.21762731578947,-76.46417926315789,-13.883926621337388,predicted
2009,5,39.22588652631579,-76.46417926315789,11.28749223296319,predicted
2009,5,39.23414573684211,-76.46417926315789,46.31630423861455,predicted
2009,5,39.24240494736842,-76.46417926315789,92.30599137508571,predicted
2009,5,39.25066415789474,-76.46417926315789,151.05148002091963,predicted
2009,5,39.25892336842105,-76.46417926315789,222.7329294129807,predicted
2009,5,39.26718257894737,-76.46417926315789,305.49763563805544,predicted
2009,5,39.27544178947368,-76.46417926315789,396.55392793862086,predicted
2009,5,39.283701,-76.46417926315789,492.9688552461985,predicted
2009,5,39.126776,-76.45483063157894,166.14578753835465,predicted
2009,5,39.13503521052632,-76.45483063157894,172.1881082644136,predicted
2009,5,39.14329442105263,-76.45483063157894,121.5483380696163,predicted
2009,5,39.15155363157895,-76.45483063157894,79.74225632847748,predicted
2009,5,39.15981284210526,-76.45483063157894,51.980633696761174,predicted
2009,5,39.16807205263158,-76.45483063157894,34.53480682789542,predicted
2009,5,39.17633126315789,-76.45483063157894,24.704818679485772,predicted
2009,5,39.18459047368421,-76.45483063157894,16.530123864128957,predicted
2009,5,39.19284968421053,-76.45483063157894,6.852342636380154,predicted
2009,5,39.20110889473684,-76.45483063157894,0.6647771709937231,predicted
2009,5,39.20936810526316,-76.45483063157894,-1.4731969411624446,predicted
2009,5,39.21762731578947,-76.45483063157894,12.98798731562999,predicted
2009,5,39.22588652631579,-76.45483063157894,43.20083672002967,predicted
2009,5,39.23414573684211,-76.45483063157894,80.47511411391547,predicted
2009,5,39.24240494736842,-76.45483063157894,126.19959078268904,predicted
2009,5,39.25066415789474,-76.45483063157894,181.40876790967323,predicted
2009,5,39.25892336842105,-76.45483063157894,246.12936362261004,predicted
2009,5,39.26718257894737,-76.45483063157894,319.25252292319806,predicted
2009,5,39.27544178947368,-76.45483063157894,398.87151487398586,predicted
2009,5,39.283701,-76.45483063157894,482.6782652392889,predicted
2009,5,39.126776,-76.445482,11.003093548883236,predicted
2009,5,39.13503521052632,-76.445482,126.331396341485,predicted
2009,5,39.14329442105263,-76.445482,195.4440766522919,predicted
2009,5,39.15155363157895,-76.445482,173.1596589918783,predicted
2009,5,39.15981284210526,-76.445482,135.0250924944161,predicted
2009,5,39.16807205263158,-76.445482,111.44145786784443,predicted
2009,5,39.17633126315789,-76.445482,94.04334332550816,predicted
2009,5,39.18459047368421,-76.445482,80.14100791199915,predicted
2009,5,39.19284968421053,-76.445482,68.67292240556284,predicted
2009,5,39.20110889473684,-76.445482,61.11856792191378,predicted
2009,5,39.20936810526316,-76.445482,60.162427115169535,predicted
2009,5,39.21762731578947,-76.445482,72.31945689313307,predicted
2009,5,39.22588652631579,-76.445482,97.77266611321578,predicted
2009,5,39.23414573684211,-76.445482,131.77161436032122,predicted
2009,5,39.24240494736842,-76.445482,173.5392213885816,predicted
2009,5,39.25066415789474,-76.445482,223.11787957012982,predicted
2009,5,39.25892336842105,-76.445482,280.18514860008275,predicted
2009,5,39.26718257894737,-76.445482,343.80188174051716,predicted
2009,5,39.27544178947368,-76.445482,412.47843758987096,predicted
2009,5,39.283701,-76.445482,484.34614567539796,predicted
2009,6,39.126776,-76.623106,709.3315298972384,predicted
2009,6,39.13503521052632,-76.623106,592.8187020917196,predicted
2009,6,39.14329442105263,-76.623106,495.7885728022838,predicted
2009,6,39.15155363157895,-76.623106,417.9233524462066,predicted
2009,6,39.15981284210526,-76.623106,358.9565193178122,predicted
2009,6,39.16807205263158,-76.623106,318.72394269033543,predicted
2009,6,39.17633126315789,-76.623106,297.2121650272459,predicted
2009,6,39.18459047368421,-76.623106,294.5839654250802,predicted
2009,6,39.19284968421053,-76.623106,311.1582502018063,predicted
2009,6,39.20110889473684,-76.623106,347.32720628391473,predicted
2009,6,39.20936810526316,-76.623106,403.36965062847634,predicted
2009,6,39.21762731578947,-76.623106,478.91646287116026,predicted
2009,6,39.22588652631579,-76.623106,571.0510576216382,predicted
2009,6,39.23414573684211,-76.623106,667.41994307975,predicted
2009,6,39.24240494736842,-76.623106,725.359416404453,predicted
2009,6,39.25066415789474,-76.623106,659.8067368553766,predicted
2009,6,39.25892336842105,-76.623106,571.3207144329374,predicted
