latitude,longitude,year,month,Enterococcus Bacteria (MPN/100mL) - A2LA Lab,Enterococcus Bacteria (MPN/100mL) - BWB Lab
39.187325,-76.494584,2012,10,2.2983870967741935,
39.187325,-76.494584,2012,11,11.497012377294068,
39.187325,-76.494584,2012,12,0.0,
39.187325,-76.494584,2013,4,24.626459587666485,
39.187325,-76.494584,2013,5,3.0103720402154974,
39.187325,-76.494584,2013,6,56.40965799703246,
39.187325,-76.494584,2013,7,12.880596612363792,
39.187325,-76.494584,2013,8,0.0,
39.187325,-76.494584,2013,9,1.6678321678321677,
39.187325,-76.494584,2013,10,2.536656891495601,
39.187325,-76.494584,2013,11,12.102005975245413,
39.187325,-76.494584,2013,12,0.0,
39.187325,-76.494584,2014,4,24.67443212917351,
39.187325,-76.494584,2014,5,2.984091520948191,
39.187325,-76.494584,2014,6,58.842592796968695,
39.187325,-76.494584,2014,7,12.61230985003776,
39.187325,-76.494584,2014,8,0.0,
39.187325,-76.494584,2014,9,1.7202797202797202,
39.187325,-76.494584,2014,10,2.1847507331378297,
39.187325,-76.494584,2014,11,12.417840375586854,
39.187325,-76.494584,2014,12,0.0,
39.187325,-76.494584,2015,4,24.907167943805877,
39.187325,-76.494584,2015,5,3.055952214041147,
39.187325,-76.494584,2015,6,58.50419379759409,
39.187325,-76.494584,2015,7,12.725105189340814,
39.187325,-76.494584,2015,8,0.0,
39.187325,-76.494584,2015,9,1.851981351981352,
39.187325,-76.494584,2015,10,2.3460410557184748,
39.187325,-76.494584,2015,11,10.842936406316689,
39.187325,-76.494584,2015,12,0.0,
39.187325,-76.494584,2016,4,22.997020008514262,
39.187325,-76.494584,2016,5,2.4662686400660845,
39.187325,-76.494584,2016,6,58.582780904732125,
39.187325,-76.494584,2016,7,6.761531868474366,
39.187325,-76.494584,2016,8,0.0,
39.187325,-76.494584,2016,9,1.8554778554778553,
39.187325,-76.494584,2016,10,2.408357771260997,
39.187325,-76.494584,2016,11,11.693341869398209,
39.187325,-76.494584,2016,12,0.0,
39.187325,-76.494584,2017,4,23.276112935595695,
39.187325,-76.494584,2017,5,2.8758164342146544,
39.187325,-76.494584,2017,6,58.16630451221556,
39.187325,-76.494584,2017,7,12.50552918329917,
39.187325,-76.494584,2017,8,0.0,
39.187325,-76.494584,2017,9,2.2214452214452214,
39.187325,-76.494584,2017,10,2.620967741935484,
39.187325,-76.494584,2017,11,11.447930004268034,
39.187325,-76.494584,2017,12,0.0,
39.187325,-76.494584,2018,4,23.760616219667945,
39.187325,-76.494584,2018,5,2.6971314676081484,
39.187325,-76.494584,2018,6,59.4000952392631,
39.187325,-76.494584,2018,7,15.34986094628451,
39.187325,-76.494584,2018,8,0.0,
39.187325,-76.494584,2018,9,1.920745920745921,
39.187325,-76.494584,2018,10,2.2067448680351904,
39.187325,-76.494584,2018,11,12.26419120785318,
39.187325,-76.494584,2018,12,0.0,
39.187325,-76.494584,2019,4,24.233955938697317,
39.187325,-76.494584,2019,5,3.0693300387269296,
39.187325,-76.494584,2019,6,57.007321569444954,
39.187325,-76.494584,2019,7,10.469108497860251,
39.187325,-76.494584,2019,8,0.0,
39.187325,-76.494584,2019,9,1.8391608391608392,
39.187325,-76.494584,2019,10,2.3460410557184748,
39.187325,-76.494584,2019,11,11.110755441741357,
39.187325,-76.494584,2019,12,0.0,
39.187325,-76.494584,2020,4,24.339268274359554,
39.187325,-76.494584,2020,5,2.39954647304277,
39.187325,-76.494584,2020,6,59.28559516364395,
39.187325,-76.494584,2020,7,10.986052672588437,
39.187325,-76.494584,2020,8,0.0,
39.187325,-76.494584,2020,9,0.0,
39.197375,-76.574604,2009,5,64.54836082341244,
39.197375,-76.574604,2009,6,39.86544962812711,
39.197375,-76.574604,2009,7,42.44132127623588,
39.197375,-76.574604,2009,8,37.36249068272559,
39.197375,-76.574604,2009,9,2.6076508676508676,
39.197375,-76.574604,2009,10,185.83177044261063,
39.197375,-76.574604,2009,11,9.616402116402117,
39.197375,-76.574604,2009,12,55.12333965844402,
39.197375,-76.574604,2010,4,165.64777846784764,
39.197375,-76.574604,2010,5,310.586107637749,
39.197375,-76.574604,2010,6,42.08316430020284,
39.197375,-76.574604,2010,7,39.70100066494753,
39.197375,-76.574604,2010,8,36.33757094043587,
39.197375,-76.574604,2010,9,2.6824035224035225,
39.197375,-76.574604,2010,10,193.74531132783193,
39.197375,-76.574604,2010,11,10.552443199502024,
39.197375,-76.574604,2010,12,55.977229601518026,
39.197375,-76.574604,2011,4,201.9760151421051,
39.197375,-76.574604,2011,5,355.1780899050336,
39.197375,-76.574604,2011,6,30.491097588460672,
39.197375,-76.574604,2011,7,60.91816974928929,
39.197375,-76.574604,2011,8,35.0806754193696,
39.197375,-76.574604,2011,9,2.3603626003626004,
39.197375,-76.574604,2011,10,165.91147786946738,
39.197375,-76.574604,2011,11,12.77310924369748,
39.197375,-76.574604,2011,12,55.40796963946869,
39.197375,-76.574604,2012,4,345.45742323520096,
39.197375,-76.574604,2012,5,236.6860495241272,
39.197375,-76.574604,2012,6,41.751148558450794,
39.197375,-76.574604,2012,7,51.242214669159644,
39.197375,-76.574604,2012,8,38.62849646866075,
39.197375,-76.574604,2012,9,2.254006734006734,
39.197375,-76.574604,2012,10,234.95030007501876,
39.197375,-76.574604,2012,11,14.930386969602656,
39.197375,-76.574604,2012,12,52.27703984819734,
39.197375,-76.574604,2013,4,190.599652254064,
39.197375,-76.574604,2013,5,338.8270026474571,
39.197375,-76.574604,2013,6,40.20081135902637,
39.197375,-76.574604,2013,7,36.45474070521509,
39.197375,-76.574604,2013,8,36.49917528283924,
39.197375,-76.574604,2013,9,1.9132193732193732,
39.197375,-76.574604,2013,10,179.00975243810953,
39.197375,-76.574604,2013,11,11.317667807863886,
39.197375,-76.574604,2013,12,56.688804554079695,
39.197375,-76.574604,2014,4,200.3340246354952,
39.197375,-76.574604,2014,5,341.53598667918243,
39.197375,-76.574604,2014,6,36.72030651340996,
39.197375,-76.574604,2014,7,51.68328572123639,
39.197375,-76.574604,2014,8,36.376454048309604,
39.197375,-76.574604,2014,9,2.243646723646724,
39.197375,-76.574604,2014,10,261.9654913728432,
39.197375,-76.574604,2014,11,10.044091710758378,
39.197375,-76.574604,2014,12,54.98102466793169,
39.197375,-76.574604,2015,4,245.6977962125021,
39.197375,-76.574604,2015,5,341.62661648693165,
39.197375,-76.574604,2015,6,28.704304710389906,
39.197375,-76.574604,2015,7,68.13994481167157,
39.197375,-76.574604,2015,8,38.45640142877174,
39.197375,-76.574604,2015,9,2.6946076146076146,
39.197375,-76.574604,2015,10,260.32820705176294,
39.197375,-76.574604,2015,11,10.215167548500883,
39.197375,-76.574604,2015,12,54.83870967741935,
39.197375,-76.574604,2016,4,291.3856767778336,
39.197375,-76.574604,2016,5,269.54409567321494,
39.197375,-76.574604,2016,6,37.97975069780343,
39.197375,-76.574604,2016,7,46.91466197728057,
39.197375,-76.574604,2016,8,38.25497819204286,
39.197375,-76.574604,2016,9,2.0433566433566432,
39.197375,-76.574604,2016,10,228.94692423105778,
39.197375,-76.574604,2016,11,16.11297852474323,
39.197375,-76.574604,2016,12,52.84629981024668,
39.197375,-76.574604,2017,4,163.72381431204963,
39.197375,-76.574604,2017,5,343.6013285778717,
39.197375,-76.574604,2017,6,36.67996393959883,
39.197375,-76.574604,2017,7,60.325638940439696,
39.197375,-76.574604,2017,8,36.77293304108457,
39.197375,-76.574604,2017,9,3.3218492618492617,
39.197375,-76.574604,2017,10,179.82839459864965,
39.197375,-76.574604,2017,11,8.152557319223986,
39.197375,-76.574604,2017,12,55.26565464895636,
39.197375,-76.574604,2018,4,179.43648399530753,
39.197375,-76.574604,2018,5,306.8581296658189,
39.197375,-76.574604,2018,6,32.67861167455488,
39.197375,-76.574604,2018,7,51.718530257429684,
39.197375,-76.574604,2018,8,37.324954059379635,
39.197375,-76.574604,2018,9,2.9831701631701635,
39.197375,-76.574604,2018,10,266.3315828957239,
39.197375,-76.574604,2018,11,12.424162257495592,
39.197375,-76.574604,2018,12,56.40417457305503,
39.197375,-76.574604,2019,4,193.47269356460532,
39.197375,-76.574604,2019,5,358.80882053300644,
39.197375,-76.574604,2019,6,42.674554879423034,
39.197375,-76.574604,2019,7,54.454754606557266,
39.197375,-76.574604,2019,8,34.66108294403732,
39.197375,-76.574604,2019,9,2.4557264957264957,
39.197375,-76.574604,2019,10,236.86046511627904,
39.197375,-76.574604,2019,11,8.41005291005291,
39.197375,-76.574604,2019,12,54.98102466793169,
39.197375,-76.574604,2020,4,356.0272302260132,
39.197375,-76.574604,2020,5,264.5982467085643,
39.197375,-76.574604,2020,6,40.94006691978294,
39.197375,-76.574604,2020,7,41.06777135999147,
39.197375,-76.574604,2020,8,36.82543265363355,
39.197375,-76.574604,2020,9,19.1,
39.213094,-76.522536,2009,5,2.5383155849183723,
39.213094,-76.522536,2009,6,263.1278956464085,
39.213094,-76.522536,2009,7,8.084244941548382,
39.213094,-76.522536,2009,8,29.485002829654785,
39.213094,-76.522536,2009,9,2.1236874236874237,
39.213094,-76.522536,2009,10,3.902326027935555,
39.213094,-76.522536,2009,11,1.6414141414141412,
39.213094,-76.522536,2009,12,19.658444022770396,
39.213094,-76.522536,2010,4,600.2714403769171,
39.213094,-76.522536,2010,5,503.1890174314684,
39.213094,-76.522536,2010,6,273.3169132499563,
39.213094,-76.522536,2010,7,7.479273214662209,
39.213094,-76.522536,2010,8,29.01980758347482,
39.213094,-76.522536,2010,9,1.928897028897029,
39.213094,-76.522536,2010,10,3.846699025946963,
39.213094,-76.522536,2010,11,1.3778966131907309,
39.213094,-76.522536,2010,12,19.601518026565465,
39.213094,-76.522536,2011,4,661.4714897453234,
39.213094,-76.522536,2011,5,577.328887820898,
39.213094,-76.522536,2011,6,249.03753228966212,
39.213094,-76.522536,2011,7,6.242545405258878,
39.213094,-76.522536,2011,8,29.795019807583472,
39.213094,-76.522536,2011,9,2.117317867317867,
39.213094,-76.522536,2011,10,3.882162504911942,
39.213094,-76.522536,2011,11,1.8036244800950683,
39.213094,-76.522536,2011,12,19.63946869070209,
39.213094,-76.522536,2012,4,930.7286788704413,
39.213094,-76.522536,2012,5,362.01911043342676,
39.213094,-76.522536,2012,6,269.34107955403164,
39.213094,-76.522536,2012,7,7.781530709525511,
39.213094,-76.522536,2012,8,29.10492359932088,
39.213094,-76.522536,2012,9,2.4222222222222225,
39.213094,-76.522536,2012,10,4.018506858857571,
39.213094,-76.522536,2012,11,2.1674093879976235,
39.213094,-76.522536,2012,12,19.84819734345351,
39.213094,-76.522536,2013,4,691.1986065498996,
39.213094,-76.522536,2013,5,557.5409918521002,
39.213094,-76.522536,2013,6,255.3892942724091,
39.213094,-76.522536,2013,7,8.007167558467987,
39.213094,-76.522536,2013,8,30.198981324278435,
39.213094,-76.522536,2013,9,2.1314204314204312,
39.213094,-76.522536,2013,10,3.1886944950523346,
39.213094,-76.522536,2013,11,1.859328579916815,
39.213094,-76.522536,2013,12,19.554079696394684,
39.213094,-76.522536,2014,4,669.8126710454297,
39.213094,-76.522536,2014,5,551.6382796443878,
39.213094,-76.522536,2014,6,269.1809173752527,
39.213094,-76.522536,2014,7,7.3446278792021715,
39.213094,-76.522536,2014,8,29.75653650254669,
39.213094,-76.522536,2014,9,2.2712657712657713,
39.213094,-76.522536,2014,10,3.791162076233344,
39.213094,-76.522536,2014,11,2.1290849673202614,
39.213094,-76.522536,2014,12,19.667931688804554,
39.213094,-76.522536,2015,4,777.5673690932313,
39.213094,-76.522536,2015,5,560.2743980248118,
39.213094,-76.522536,2015,6,269.1846032911882,
39.213094,-76.522536,2015,7,6.721960312876904,
39.213094,-76.522536,2015,8,29.644708545557442,
39.213094,-76.522536,2015,9,2.3625152625152626,
39.213094,-76.522536,2015,10,4.577138332202098,
39.213094,-76.522536,2015,11,1.3679441473559122,
39.213094,-76.522536,2015,12,19.677419354838708,
39.213094,-76.522536,2016,4,849.2591528309919,
39.213094,-76.522536,2016,5,424.9628533097002,
39.213094,-76.522536,2016,6,266.3895023554698,
39.213094,-76.522536,2016,7,5.992333962570536,
39.213094,-76.522536,2016,8,30.37351443123939,
39.213094,-76.522536,2016,9,2.4139194139194142,
39.213094,-76.522536,2016,10,3.0913866859572035,
39.213094,-76.522536,2016,11,2.1613190730837792,
39.213094,-76.522536,2016,12,19.810246679316887,
39.213094,-76.522536,2017,4,610.0808645776318,
39.213094,-76.522536,2017,5,560.3291223052069,
39.213094,-76.522536,2017,6,265.06203331950627,
39.213094,-76.522536,2017,7,7.8596000742513,
39.213094,-76.522536,2017,8,30.501641199773626,
39.213094,-76.522536,2017,9,2.2106227106227103,
39.213094,-76.522536,2017,10,3.527529203729504,
39.213094,-76.522536,2017,11,1.403000594177065,
39.213094,-76.522536,2017,12,19.648956356736242,
39.213094,-76.522536,2018,4,647.9639208173692,
39.213094,-76.522536,2018,5,506.5750489047978,
39.213094,-76.522536,2018,6,272.72773576791786,
39.213094,-76.522536,2018,7,9.0359535235319,
39.213094,-76.522536,2018,8,31.246859083191854,
39.213094,-76.522536,2018,9,2.239072039072039,
39.213094,-76.522536,2018,10,4.079559324354898,
39.213094,-76.522536,2018,11,2.0459001782531194,
39.213094,-76.522536,2018,12,19.573055028463,
39.213094,-76.522536,2019,4,675.0403496168583,
39.213094,-76.522536,2019,5,585.8342196858667,
39.213094,-76.522536,2019,6,257.570415713675,
39.213094,-76.522536,2019,7,7.079408130713716,
39.213094,-76.522536,2019,8,29.141482739105832,
39.213094,-76.522536,2019,9,2.257895807895808,
39.213094,-76.522536,2019,10,4.050800646590219,
39.213094,-76.522536,2019,11,1.4842543077837194,
39.213094,-76.522536,2019,12,19.667931688804554,
39.213094,-76.522536,2020,4,989.9839606340621,
39.213094,-76.522536,2020,5,410.75904935693785,
39.213094,-76.522536,2020,6,268.2167926116771,
39.213094,-76.522536,2020,7,6.961676868035668,
39.213094,-76.522536,2020,8,29.544425580079228,
39.213094,-76.522536,2020,9,0.0,
39.213125,-76.4534,2009,5,0.9870989444160175,
39.213125,-76.4534,2009,6,3.5659439927732612,
39.213125,-76.4534,2009,7,10.600621969217796,
39.213125,-76.4534,2009,8,7.390999065555863,
39.213125,-76.4534,2009,9,1.1913138541045518,
39.213125,-76.4534,2009,10,3.8315828957239306,
39.213125,-76.4534,2009,11,0.12352285395763657,
39.213125,-76.4534,2009,12,0.02524544179523142,
39.213125,-76.4534,2010,4,8.904190099812535,
39.213125,-76.4534,2010,5,2.7571680424443654,
39.213125,-76.4534,2010,6,5.006323396567299,
39.213125,-76.4534,2010,7,9.351149061775248,
39.213125,-76.4534,2010,8,7.276654689988286,
39.213125,-76.4534,2010,9,1.381733253826277,
39.213125,-76.4534,2010,10,3.994748687171793,
39.213125,-76.4534,2010,11,0.11677814938684504,
39.213125,-76.4534,2010,12,0.02945301542776999,
39.213125,-76.4534,2011,4,8.037999696002432,
39.213125,-76.4534,2011,5,3.0895213290286407,
39.213125,-76.4534,2011,6,1.1666666666666667,
39.213125,-76.4534,2011,7,8.901012017710311,
39.213125,-76.4534,2011,8,7.414787907503191,
39.213125,-76.4534,2011,9,1.1355595309083681,
39.213125,-76.4534,2011,10,3.4208552138034505,
39.213125,-76.4534,2011,11,0.11507803790412487,
39.213125,-76.4534,2011,12,0.026647966339410942,
39.213125,-76.4534,2012,4,8.982390659393243,
39.213125,-76.4534,2012,5,2.067634609076319,
39.213125,-76.4534,2012,6,5.877676815983846,
39.213125,-76.4534,2012,7,5.499947290744255,
39.213125,-76.4534,2012,8,7.617443834642871,
39.213125,-76.4534,2012,9,1.0723514211886307,
39.213125,-76.4534,2012,10,4.844336084021005,
39.213125,-76.4534,2012,11,0.13352842809364548,
39.213125,-76.4534,2012,12,0.011220196353436185,
39.213125,-76.4534,2013,4,9.50915159345392,
39.213125,-76.4534,2013,5,3.0103720402154974,
39.213125,-76.4534,2013,6,4.10840108401084,
39.213125,-76.4534,2013,7,9.057163187855787,
39.213125,-76.4534,2013,8,7.459016069806926,
39.213125,-76.4534,2013,9,0.9780858676207512,
39.213125,-76.4534,2013,10,3.6909227306826704,
39.213125,-76.4534,2013,11,0.12126532887402454,
39.213125,-76.4534,2013,12,0.0329593267882188,
39.213125,-76.4534,2014,4,9.19702842377261,
39.213125,-76.4534,2014,5,2.984091520948191,
39.213125,-76.4534,2014,6,2.578590785907859,
39.213125,-76.4534,2014,7,8.83697027197976,
39.213125,-76.4534,2014,8,7.447901449046472,
39.213125,-76.4534,2014,9,1.1314847942754918,
39.213125,-76.4534,2014,10,5.401350337584397,
39.213125,-76.4534,2014,11,0.12151616499442586,
39.213125,-76.4534,2014,12,0.024544179523141658,
39.213125,-76.4534,2015,4,9.347760551248923,
39.213125,-76.4534,2015,5,3.055952214041147,
39.213125,-76.4534,2015,6,1.0718157181571817,
39.213125,-76.4534,2015,7,10.11068943706515,
39.213125,-76.4534,2015,8,7.4011397586238665,
39.213125,-76.4534,2015,9,1.1416219439475255,
39.213125,-76.4534,2015,10,5.367591897974494,
39.213125,-76.4534,2015,11,0.11574693422519511,
39.213125,-76.4534,2015,12,0.023842917251051896,
39.213125,-76.4534,2016,4,8.66853287395923,
39.213125,-76.4534,2016,5,2.4662686400660845,
39.213125,-76.4534,2016,6,4.892635102821616,
39.213125,-76.4534,2016,7,6.047728231077378,
39.213125,-76.4534,2016,8,7.880779405377661,
39.213125,-76.4534,2016,9,0.7141224408666268,
39.213125,-76.4534,2016,10,4.720555138784697,
39.213125,-76.4534,2016,11,0.13442028985507246,
39.213125,-76.4534,2016,12,0.01402524544179523,
39.213125,-76.4534,2017,4,9.021694659776054,
39.213125,-76.4534,2017,5,2.8758164342146544,
39.213125,-76.4534,2017,6,3.051942186088527,
39.213125,-76.4534,2017,7,9.760041113219481,
39.213125,-76.4534,2017,8,7.585909635303563,
39.213125,-76.4534,2017,9,1.342128801431127,
39.213125,-76.4534,2017,10,3.707801950487622,
39.213125,-76.4534,2017,11,0.12441471571906355,
39.213125,-76.4534,2017,12,0.025946704067321177,
39.213125,-76.4534,2018,4,8.67334194659776,
39.213125,-76.4534,2018,5,2.6971314676081484,
39.213125,-76.4534,2018,6,1.6603432700993677,
39.213125,-76.4534,2018,7,9.108027619650011,
39.213125,-76.4534,2018,8,7.749476842894934,
39.213125,-76.4534,2018,9,1.0689723712979526,
39.213125,-76.4534,2018,10,5.491372843210803,
39.213125,-76.4534,2018,11,0.12374581939799331,
39.213125,-76.4534,2018,12,0.03155680224403928,
39.213125,-76.4534,2019,4,8.786660206718347,
39.213125,-76.4534,2019,5,3.0693300387269296,
39.213125,-76.4534,2019,6,4.528906955736224,
39.213125,-76.4534,2019,7,9.37776723592663,
39.213125,-76.4534,2019,8,7.284110501309538,
39.213125,-76.4534,2019,9,1.4821606042536275,
39.213125,-76.4534,2019,10,4.883720930232558,
39.213125,-76.4534,2019,11,0.12433110367892977,
39.213125,-76.4534,2019,12,0.024544179523141658,
39.213125,-76.4534,2020,4,9.8238997996062,
39.213125,-76.4534,2020,5,2.39954647304277,
39.213125,-76.4534,2020,6,5.1759923481587755,
39.213125,-76.4534,2020,7,5.148376554923044,
39.213125,-76.4534,2020,8,7.707459759676762,
39.213125,-76.4534,2020,9,9.563953488372093,
39.223374,-76.56862,2009,5,23.282988247627262,
39.223374,-76.56862,2009,6,1886.264554557455,
39.223374,-76.56862,2009,7,28.394241600693217,
39.223374,-76.56862,2009,8,39.27460916647602,
39.223374,-76.56862,2009,9,19.08111888111888,
39.223374,-76.56862,2009,10,34.638593158928025,
39.223374,-76.56862,2009,11,4.72991822991823,
39.223374,-76.56862,2009,12,19.658444022770396,
39.223374,-76.56862,2010,4,123.6079874643292,
39.223374,-76.56862,2010,5,133.74365308099286,
39.223374,-76.56862,2010,6,1784.1296371422131,
39.223374,-76.56862,2010,7,14.24713852455788,
39.223374,-76.56862,2010,8,35.48232397511739,
39.223374,-76.56862,2010,9,18.474592074592074,
39.223374,-76.56862,2010,10,35.91468868356907,
39.223374,-76.56862,2010,11,3.8898579633873753,
39.223374,-76.56862,2010,12,19.601518026565465,
39.223374,-76.56862,2011,4,138.11511793566441,
39.223374,-76.56862,2011,5,151.9246427342811,
39.223374,-76.56862,2011,6,1803.9497472552239,
39.223374,-76.56862,2011,7,32.91258419000354,
39.223374,-76.56862,2011,8,40.80919915895894,
39.223374,-76.56862,2011,9,12.387279387279387,
39.223374,-76.56862,2011,10,31.330220473051394,
39.223374,-76.56862,2011,11,4.949685934980053,
39.223374,-76.56862,2011,12,19.63946869070209,
39.223374,-76.56862,2012,4,200.5096222069402,
39.223374,-76.56862,2012,5,100.0733988999519,
39.223374,-76.56862,2012,6,1916.1663107683391,
39.223374,-76.56862,2012,7,7.718578912127299,
39.223374,-76.56862,2012,8,42.92072752230611,
39.223374,-76.56862,2012,9,6.991341991341992,
39.223374,-76.56862,2012,10,42.60751738086497,
39.223374,-76.56862,2012,11,5.126809646417489,
39.223374,-76.56862,2012,12,19.84819734345351,
39.223374,-76.56862,2013,4,141.20013579407595,
39.223374,-76.56862,2013,5,145.75177599248426,
39.223374,-76.56862,2013,6,1800.3871534820823,
39.223374,-76.56862,2013,7,15.208613966678481,
39.223374,-76.56862,2013,8,38.933184625943724,
39.223374,-76.56862,2013,9,13.651526251526253,
39.223374,-76.56862,2013,10,33.49590817157177,
39.223374,-76.56862,2013,11,5.0653995604976,
39.223374,-76.56862,2013,12,19.554079696394684,
39.223374,-76.56862,2014,4,139.83573539937638,
39.223374,-76.56862,2014,5,145.91206204676607,
39.223374,-76.56862,2014,6,1924.3946488940403,
39.223374,-76.56862,2014,7,11.845716648942457,
39.223374,-76.56862,2014,8,38.41407000686341,
39.223374,-76.56862,2014,9,12.28131868131868,
39.223374,-76.56862,2014,10,46.84271514307148,
39.223374,-76.56862,2014,11,5.1331569664903,
39.223374,-76.56862,2014,12,19.667931688804554,
39.223374,-76.56862,2015,4,162.80798414266974,
39.223374,-76.56862,2015,5,146.3496468964781,
39.223374,-76.56862,2015,6,1680.29270420812,
39.223374,-76.56862,2015,7,34.156658395368076,
39.223374,-76.56862,2015,8,37.59079920689393,
39.223374,-76.56862,2015,9,16.416339216339214,
39.223374,-76.56862,2015,10,46.42226523576183,
39.223374,-76.56862,2015,11,3.544452461119128,
39.223374,-76.56862,2015,12,19.677419354838708,
39.223374,-76.56862,2016,4,179.88851711231698,
39.223374,-76.56862,2016,5,114.81159112123981,
39.223374,-76.56862,2016,6,1826.273722716319,
39.223374,-76.56862,2016,7,6.4804639804639805,
39.223374,-76.56862,2016,8,44.34248455730954,
39.223374,-76.56862,2016,9,7.104828504828505,
39.223374,-76.56862,2016,10,41.85963426646935,
39.223374,-76.56862,2016,11,4.498408454290808,
39.223374,-76.56862,2016,12,19.810246679316887,
39.223374,-76.56862,2017,4,124.42154561500404,
39.223374,-76.56862,2017,5,147.4636536469045,
39.223374,-76.56862,2017,6,1771.635055861425,
39.223374,-76.56862,2017,7,16.727838827838827,
39.223374,-76.56862,2017,8,39.12536741074833,
39.223374,-76.56862,2017,9,18.322743922743925,
39.223374,-76.56862,2017,10,33.656373344855965,
39.223374,-76.56862,2017,11,4.4247635080968415,
39.223374,-76.56862,2017,12,19.648956356736242,
39.223374,-76.56862,2018,4,132.67371007495245,
39.223374,-76.56862,2018,5,133.1474262970379,
39.223374,-76.56862,2018,6,1823.2207991242474,
39.223374,-76.56862,2018,7,30.655126235771395,
39.223374,-76.56862,2018,8,39.29055136124457,
39.223374,-76.56862,2018,9,18.685248085248084,
39.223374,-76.56862,2018,10,47.391187177493464,
39.223374,-76.56862,2018,11,4.694404361071028,
39.223374,-76.56862,2018,12,19.573055028463,
39.223374,-76.56862,2019,4,139.13972430263,
39.223374,-76.56862,2019,5,154.0179742246421,
39.223374,-76.56862,2019,6,1916.4727067838628,
39.223374,-76.56862,2019,7,25.953739808578515,
39.223374,-76.56862,2019,8,40.580682201958794,
39.223374,-76.56862,2019,9,18.536996336996335,
39.223374,-76.56862,2019,10,42.93767115791106,
39.223374,-76.56862,2019,11,3.8843193843193844,
39.223374,-76.56862,2019,12,19.667931688804554,
39.223374,-76.56862,2020,4,211.36137838571915,
39.223374,-76.56862,2020,5,112.202374565475,
39.223374,-76.56862,2020,6,1766.8514207451328,
39.223374,-76.56862,2020,7,7.462078065303872,
39.223374,-76.56862,2020,8,47.17793629005022,
39.223374,-76.56862,2020,9,191.0,
39.235341,-76.555953,2009,5,9.105249720001309,
39.235341,-76.555953,2009,6,76.41481940863304,
39.235341,-76.555953,2009,7,186.354571247854,
39.235341,-76.555953,2009,8,579.9670414962895,
39.235341,-76.555953,2009,9,29.108421459492888,
39.235341,-76.555953,2009,10,23.371486227776273,
39.235341,-76.555953,2009,11,6.7675701110483715,
39.235341,-76.555953,2009,12,0.0,
39.235341,-76.555953,2010,4,27.58251605159763,
39.235341,-76.555953,2010,5,17.27693650483666,
39.235341,-76.555953,2010,6,84.67586595736303,
39.235341,-76.555953,2010,7,190.67371826149815,
39.235341,-76.555953,2010,8,470.9081061638649,
39.235341,-76.555953,2010,9,27.994184704184704,
39.235341,-76.555953,2010,10,26.161061623080354,
39.235341,-76.555953,2010,11,6.638242675199197,
39.235341,-76.555953,2010,12,0.0,
39.235341,-76.555953,2011,4,23.908953017923984,
39.235341,-76.555953,2011,5,19.176748378349572,
39.235341,-76.555953,2011,6,81.3507733229056,
39.235341,-76.555953,2011,7,220.0870515948315,
39.235341,-76.555953,2011,8,402.11556110858703,
39.235341,-76.555953,2011,9,29.140738507524226,
39.235341,-76.555953,2011,10,23.739393559139987,
39.235341,-76.555953,2011,11,7.184046991655688,
39.235341,-76.555953,2011,12,0.0,
39.235341,-76.555953,2012,4,28.97330433862546,
39.235341,-76.555953,2012,5,13.851147078736947,
39.235341,-76.555953,2012,6,84.92100510932157,
39.235341,-76.555953,2012,7,207.34644980572878,
39.235341,-76.555953,2012,8,336.623625624716,
39.235341,-76.555953,2012,9,33.186122448979596,
39.235341,-76.555953,2012,10,21.231320211453298,
39.235341,-76.555953,2012,11,6.340460191981931,
39.235341,-76.555953,2012,12,0.0,
39.235341,-76.555953,2013,4,26.153692429319154,
39.235341,-76.555953,2013,5,19.956592872716783,
39.235341,-76.555953,2013,6,92.60428318105845,
39.235341,-76.555953,2013,7,245.97683202313183,
39.235341,-76.555953,2013,8,455.0523360593669,
39.235341,-76.555953,2013,9,25.377359822716965,
39.235341,-76.555953,2013,10,23.687797497425628,
39.235341,-76.555953,2013,11,6.193651734738691,
39.235341,-76.555953,2013,12,0.0,
39.235341,-76.555953,2014,4,25.82474882487555,
39.235341,-76.555953,2014,5,20.34787210477671,
39.235341,-76.555953,2014,6,84.67870914613367,
39.235341,-76.555953,2014,7,242.08739766874493,
39.235341,-76.555953,2014,8,576.1718764198091,
39.235341,-76.555953,2014,9,29.869842300556584,
39.235341,-76.555953,2014,10,27.261595566198775,
39.235341,-76.555953,2014,11,6.093189137754354,
39.235341,-76.555953,2014,12,0.0,
39.235341,-76.555953,2015,4,26.462466465687847,
39.235341,-76.555953,2015,5,21.143541569936396,
39.235341,-76.555953,2015,6,93.67954655619778,
39.235341,-76.555953,2015,7,180.565537182615,
39.235341,-76.555953,2015,8,543.7295926094199,
39.235341,-76.555953,2015,9,30.01706452277881,
39.235341,-76.555953,2015,10,23.889164899762413,
39.235341,-76.555953,2015,11,7.055907626994584,
39.235341,-76.555953,2015,12,0.0,
39.235341,-76.555953,2016,4,27.85586107489508,
39.235341,-76.555953,2016,5,16.011294496874235,
39.235341,-76.555953,2016,6,83.19993156794936,
39.235341,-76.555953,2016,7,208.9355462184874,
39.235341,-76.555953,2016,8,455.13163713463575,
39.235341,-76.555953,2016,9,31.276849103277677,
39.235341,-76.555953,2016,10,18.300464988577698,
